dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,       2.045764
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,      14.084825
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,      13.991161
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,      13.919268
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,      14.183210
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,      14.170856
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,      14.088114
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,      14.001767
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,      14.035697
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,      14.015962
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,      13.971432
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,      14.226447
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,      14.134972
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,      14.282302
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,      14.039342
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,      14.051678
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,      14.137805
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,      14.127834
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,      14.545127
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,      68.849912
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,      68.896292
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,      69.169915
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,      68.520613
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,      69.066278
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,      69.081432
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,      69.162918
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,      68.667869
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,      68.839535
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,      68.936852
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,      68.550504
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,      69.233445
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,      68.814685
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,      68.793255
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,      68.774740
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,      68.622151
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,      69.032749
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,      68.706347
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,      68.898113
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,      69.252646
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,     156.947991
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,     158.814496
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,     158.356805
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,     157.728921
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,     157.316415
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,     157.476409
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,     159.018228
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,     158.007873
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,     160.131936
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,     160.140303
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,     163.291496
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,     159.363904
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,     156.331741
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,     157.752312
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,     159.479425
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,     156.264060
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,     157.675576
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,     160.297932
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,     157.241039
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,     159.540169
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,     367.095421
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,     365.216933
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,     366.435578
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,     365.821714
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,     365.941383
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,     365.922004
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,     365.692083
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,     366.438449
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,     368.089592
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,     371.271592
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,     364.789149
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,     366.490385
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,     365.995087
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,     365.443278
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,     365.631592
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,     366.618783
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,     364.726707
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,     365.854956
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,     366.141803
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,     365.221495
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,     643.780388
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,     642.067141
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,     642.345549
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,     642.665907
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,     644.548147
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,     643.368144
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,     643.125771
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,     643.195062
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,     642.127642
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,     643.953163
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,     642.768694
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,     644.163292
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,     641.481757
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,     644.602053
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,     643.278961
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,     644.031104
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,     641.954407
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,     642.845437
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,     643.227839
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,     649.799446
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,    1083.897797
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,    1077.117535
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,    1077.110136
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,    1075.547792
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,    1090.556584
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,    1088.979513
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,    1093.499586
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,    1079.455563
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,    1080.030680
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,    1074.816415
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,    1076.880120
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,    1082.093622
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,    1074.386934
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,    1078.706322
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,    1079.958208
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,    1074.548871
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,    1078.443232
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,    1077.556014
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,    1079.631591
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,    1077.702938
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,    1510.598190
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,    1496.863497
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,    1518.601011
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,    1521.813912
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,    1546.177425
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,    1497.821692
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,    1544.486640
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,    1536.306214
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,    1523.648583
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,    1521.431636
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,    1527.066250
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,    1535.951220
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,    1529.813203
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,    1519.188826
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,    1534.857964
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,    1522.947126
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,    1511.697384
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,    1509.313516
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,    1511.114995
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,    1528.372292
