dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.058039
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.059189
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.058828
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.058619
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.058829
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.059078
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.058812
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.059060
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.058923
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.058907
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.059016
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.058889
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.058886
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.058818
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.058758
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.058796
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.061085
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.058890
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.058628
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.058482
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,0,       0.289033
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,1,       0.291443
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,2,       0.287851
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,3,       0.287724
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,4,       0.290989
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,5,       0.286457
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,6,       0.287352
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,7,       0.290992
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,8,       0.287441
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,9,       0.286347
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,10,       0.288015
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,11,       0.287448
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,12,       0.290874
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,13,       0.287357
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,14,       0.287249
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,15,       0.290527
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,16,       0.287592
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,17,       0.338502
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,18,       0.405571
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,19,       0.287572
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,0,       0.752850
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,1,       0.747139
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,2,       0.747349
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,3,       0.747706
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,4,       0.746095
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,5,       0.750263
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,6,       0.751128
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,7,       0.749891
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,8,       0.750585
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,9,       0.749956
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,10,       0.749750
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,11,       0.750189
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,12,       0.750644
2,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,13,       0.750165
