dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.191608
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       6.480806
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       6.478634
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       6.251474
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,       6.349833
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       6.275837
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       6.368899
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       6.192556
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       6.355316
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       6.401555
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       6.250544
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       6.461955
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,      30.617659
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,      30.926309
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,      30.263173
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,      30.037940
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,      30.797205
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,      30.331696
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,      29.858549
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,      30.525097
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,      31.228117
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,      30.955085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,      30.783027
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,      30.215152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,      30.853970
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,      30.952634
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,      30.425426
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,      30.305892
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,      30.817064
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,      30.550688
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,      30.383191
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,      30.120911
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,     131.224974
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,     135.091851
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,     131.928728
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,     128.553555
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,     114.233998
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,     122.501144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,     117.753954
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,     116.846266
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,     118.551928
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,     122.217037
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,     119.624639
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,     113.969693
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,     116.199563
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,     117.631459
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,     116.253603
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,     120.276964
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,     119.222015
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,     119.956388
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,     118.289433
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,     118.741482
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,     146.069051
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,     146.607925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,     145.615450
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,     148.462051
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,     146.936055
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,     148.525403
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,     147.547023
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,     147.078363
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,     146.841094
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,     146.616849
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,     146.984528
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,     147.671728
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,     146.609638
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,     146.747839
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,     147.828800
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,     149.647483
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,     145.948717
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,     146.561051
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,     147.040880
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,     147.088706
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,0,     396.572647
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,1,     398.470868
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,2,     403.259456
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,3,     398.251749
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,4,     398.868059
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,5,     396.645307
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,6,     401.306307
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,7,     398.986715
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,8,     404.251847
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,9,     396.699143
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,10,     403.072362
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,11,     401.019090
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,12,     393.325695
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,13,     400.031864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,14,     403.317968
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,15,     395.377242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,16,     403.222195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,17,     400.605139
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,18,     398.971557
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,19,     402.072562
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,0,     481.420729
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,1,     470.729098
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,2,     477.585201
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,3,     475.798923
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,4,     475.538794
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,5,     479.606642
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,6,     471.977204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,7,     468.575254
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,8,     475.004948
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,9,     473.845460
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,10,     479.801140
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,11,     479.749685
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,12,     473.328337
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,13,     479.484214
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,14,     469.988211
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,15,     474.678842
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,16,     476.476460
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,17,     477.946505
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,18,     472.756883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,19,     475.522495
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,0,    1304.458096
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,1,    1278.927328
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,2,    1313.761696
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,3,    1290.184698
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,4,    1284.765833
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,5,    1291.270459
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,6,    1297.183924
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,7,    1278.173129
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,8,    1317.524310
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,9,    1308.894323
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,10,    1326.020874
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,11,    1310.455415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,12,    1306.381412
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,13,    1276.332328
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,14,    1329.932720
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,15,    1295.224552
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,16,    1303.346644
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,17,    1300.450245
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,18,    1332.921366
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,19,    1311.275062
