dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       1.283761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,4,     190.157360
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,5,     189.430757
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,6,     188.785972
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,7,     190.345498
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,8,     190.021023
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,9,     189.994690
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,10,     189.976510
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,11,     186.331588
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,12,     188.582392
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,13,     188.747336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,14,     186.911241
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,15,     187.092874
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,16,     192.327685
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,17,     188.494611
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,18,     188.343769
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,19,     189.450224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,0,     403.570003
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,1,     406.416201
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,2,     403.021093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,3,     402.846497
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,4,     405.420692
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,5,     406.734581
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,6,     405.262361
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,7,     416.170396
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,8,     399.474868
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,9,     408.830185
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,10,     407.206996
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,11,     408.618658
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,12,     404.003972
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,13,     408.514583
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,14,     409.019511
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,15,     404.078448
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,16,     406.669229
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,17,     405.106244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,18,     400.794856
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,19,     400.507008
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,0,     663.131840
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,1,     657.907088
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,2,     653.296385
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,3,     657.095673
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,4,     659.249241
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,5,     651.587731
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,6,     660.805333
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,7,     653.186859
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,8,     656.428633
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,9,     650.064986
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,10,     648.666409
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,11,     649.706219
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,12,     656.433669
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,13,     651.241686
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,14,     660.114654
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,15,     656.793712
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,16,     651.934734
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,17,     654.912746
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,18,     644.064872
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,19,     644.679461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,0,    1235.399844
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,1,    1244.667904
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,2,    1211.492027
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,3,    1259.633999
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,4,    1194.127825
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,5,    1172.251022
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,6,    1208.816384
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,7,    1183.656414
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,8,    1191.839720
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,9,    1221.814530
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,10,    1184.866302
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,11,    1205.376135
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,12,    1185.895258
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,13,    1192.030678
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,14,    1179.998768
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,15,    1182.101582
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,16,    1187.840915
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,17,    1187.807155
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,18,    1178.994688
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,19,    1187.172025
