dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       1.283761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,1,       0.842200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,2,       0.777115
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,3,       0.896964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,4,       0.891383
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,5,       0.893603
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,6,       0.891221
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,7,       0.793494
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,8,       0.786397
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,9,       0.909086
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,10,       0.778537
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,11,       0.775241
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,12,       0.915071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,13,       0.781119
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,14,       0.780307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,15,       0.911243
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,16,       0.778021
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,17,       0.804860
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,18,       0.890957
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,19,       0.776363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,0,      10.226908
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,1,      10.011245
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,2,       9.782890
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,3,      10.038888
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,4,       9.757315
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,5,       9.832585
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,6,       9.717166
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,7,       9.764417
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,8,       9.752438
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,9,       9.789493
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,10,      10.040629
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,11,       9.743366
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,12,      10.129135
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,13,      10.006924
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,14,       9.741838
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,15,       9.982440
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,16,       9.851778
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,17,       9.728955
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,18,       9.753518
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,19,       9.719139
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,0,      39.594134
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,1,      38.681090
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,2,      39.327446
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,3,      39.494365
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,4,      38.568905
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,5,      39.386140
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,6,      39.617549
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,7,      38.778383
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,8,      39.066504
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,9,      39.117069
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,10,      38.953260
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,11,      38.856966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,12,      39.417308
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,13,      39.381819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,14,      39.337288
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,15,      38.789648
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,16,      38.592923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,17,      39.135461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,18,      39.974009
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,19,      38.977416
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,0,     117.073855
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,1,     118.851451
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,2,     118.378931
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,3,     118.049447
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,4,     118.704430
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,5,     116.982045
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,6,     116.691717
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,7,     121.096569
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,8,     117.470751
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,9,     116.856721
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,10,     119.595177
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,11,     117.942165
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,12,     118.395073
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,13,     116.323580
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,14,     119.420981
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,     119.408115
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,     118.417178
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,     120.132857
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,     117.388060
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,     116.527175
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,     192.971394
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,1,     188.522576
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,2,     191.002567
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,3,     186.501306
