dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,0,       1.136868
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,9,      30.007575
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,10,      31.030976
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,11,      29.896555
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,12,      30.139252
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,13,      31.347044
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,14,      30.524078
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,15,      29.979810
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,16,      30.188056
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,17,      29.972838
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,18,      29.673022
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,19,      29.579634
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,0,     141.269422
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,1,     145.992697
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,2,     144.074166
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,3,     148.972730
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,4,     141.011023
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,5,     146.573302
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,6,     141.224401
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,7,     146.309526
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,8,     135.584432
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,9,     139.048771
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,10,     141.092260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,11,     133.613232
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,12,     133.017145
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,13,     129.827657
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,14,     127.068477
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,15,     125.401674
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,16,     129.827644
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,17,     133.029938
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,18,     130.200267
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,19,     121.745524
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,0,     151.593004
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,1,     154.009343
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,2,     150.142209
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,3,     147.954627
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,4,     152.041660
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,5,     149.454554
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,6,     151.185475
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,7,     150.107743
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,8,     149.874918
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,9,     151.859671
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,10,     149.620712
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,11,     151.516855
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,12,     149.590032
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,13,     149.754569
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,14,     153.917448
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,15,     150.540295
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,16,     148.403583
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,17,     150.814452
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,18,     153.532649
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,19,     150.150939
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,0,     408.782299
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,1,     411.563440
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,2,     401.518817
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,3,     400.990108
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,4,     405.525976
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,5,     400.185645
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,6,     402.580067
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,7,     410.233669
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,8,     403.428936
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,9,     403.859793
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,10,     405.631156
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,11,     399.430298
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,12,     409.504461
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,13,     406.838303
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,14,     404.472172
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,15,     407.055156
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,16,     405.740674
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,17,     403.952157
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,18,     407.941939
3,float,uniform,PoisFFT,"P | P | P | P | D | N",384,19,     400.813335
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,0,     470.227456
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,1,     483.174901
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,2,     472.619627
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,3,     464.348598
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,4,     473.920561
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,5,     473.496187
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,6,     465.819334
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,7,     472.993297
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,8,     474.452656
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,9,     464.162111
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,10,     478.356027
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,11,     469.241386
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,12,     465.504770
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,13,     476.037421
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,14,     474.985550
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,15,     468.650177
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,16,     474.496425
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,17,     473.311907
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,18,     470.290986
3,float,uniform,PoisFFT,"P | P | P | P | D | N",448,19,     470.866438
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,0,    1324.451761
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,1,    1300.915943
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,2,    1315.589558
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,3,    1332.082500
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,4,    1302.345774
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,5,    1329.221443
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,6,    1330.313994
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,7,    1339.684916
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,8,    1311.797114
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,9,    1314.940371
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,10,    1292.841246
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,11,    1326.821922
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,12,    1331.701985
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,13,    1336.126819
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,14,    1356.903583
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,15,    1304.549509
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,16,    1328.560765
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,17,    1310.618234
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,18,    1346.965037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",512,19,    1312.043237
