dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.578895
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.937724
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.923121
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.971174
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.972619
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.932721
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.931280
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.962148
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.959933
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.944945
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.940048
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.973512
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.942904
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.932519
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.981015
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.977829
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.931501
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.954749
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.973114
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.926611
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,0,      11.586298
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,1,      11.575255
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,2,      11.541037
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,3,      11.590758
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,4,      10.803692
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,5,      11.441418
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,6,      11.396539
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,7,      11.214503
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,8,      11.189825
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,9,      11.572029
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,10,      10.933814
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,11,      10.886018
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,12,      11.380848
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,13,      11.991752
