dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"Ds | Ns",64,0,       0.004464
1,float,uniform,PoisFFT,"Ds | Ns",512,5,       0.006493
1,float,uniform,PoisFFT,"Ds | Ns",512,6,       0.006487
1,float,uniform,PoisFFT,"Ds | Ns",512,7,       0.007573
1,float,uniform,PoisFFT,"Ds | Ns",512,8,       0.006991
1,float,uniform,PoisFFT,"Ds | Ns",512,9,       0.010940
1,float,uniform,PoisFFT,"Ds | Ns",512,10,       0.007027
1,float,uniform,PoisFFT,"Ds | Ns",512,11,       0.007003
1,float,uniform,PoisFFT,"Ds | Ns",512,12,       0.023358
1,float,uniform,PoisFFT,"Ds | Ns",512,13,       0.007281
1,float,uniform,PoisFFT,"Ds | Ns",512,14,       0.007241
1,float,uniform,PoisFFT,"Ds | Ns",512,15,       0.007198
1,float,uniform,PoisFFT,"Ds | Ns",512,16,       0.007226
1,float,uniform,PoisFFT,"Ds | Ns",512,17,       0.007274
1,float,uniform,PoisFFT,"Ds | Ns",512,18,       0.007219
1,float,uniform,PoisFFT,"Ds | Ns",512,19,       0.007247
