dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       1.266812
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       9.372449
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       8.832117
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,      48.849965
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,      47.013294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,      47.228347
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,      47.134438
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,      46.869919
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,      47.124925
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,      46.772403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,      47.004336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,      47.092258
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,      47.032654
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,      46.980258
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,      47.230031
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,      47.765314
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,      46.953002
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,      47.350406
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,      47.075457
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,      46.940139
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,      47.404334
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,      47.538792
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,      47.084836
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,     127.047159
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,     128.399757
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,     132.966611
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,     131.821721
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,     131.719709
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,     127.678720
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,     130.964819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,     128.822105
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,     129.164550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,     128.903848
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,     125.607260
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,     131.041516
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,     130.719939
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,     130.801164
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,     130.132716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,     131.440588
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,     133.467330
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,     130.048230
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,     129.378871
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,     131.163145
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,     209.706410
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,     209.862464
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,     207.719485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,     208.851234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,     207.833278
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,     208.745029
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,     207.569315
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,     208.622528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,     208.968245
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,     207.147991
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,     206.499671
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,     206.700319
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,     205.651114
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,     205.876910
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,     206.741341
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,     206.192295
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,     207.545667
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,     206.515533
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,     207.389656
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,     210.852161
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,     404.941534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,     418.613667
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,     408.702095
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,     406.935377
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,     410.475351
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,     413.975603
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,     413.905213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,     411.468049
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,     400.962840
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,9,     408.520242
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,10,     401.892248
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,11,     404.103681
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,12,     422.218592
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,13,     409.374110
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,14,     405.577475
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,15,     410.824030
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,16,     406.745066
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,17,     408.851183
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,18,     403.750426
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",384,19,     412.973366
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,0,     718.978604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,1,     718.913062
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,2,     714.454900
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,3,     722.786773
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,4,     716.593446
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,5,     717.528367
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,6,     719.657347
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,7,     717.360443
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,8,     721.164809
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,9,     721.283560
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,10,     719.953461
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,11,     716.889256
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,12,     719.281940
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,13,     717.324670
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,14,     713.516792
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,15,     719.212519
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,16,     714.645478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,17,     718.795924
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,18,     716.460567
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",448,19,     722.031349
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,0,    1238.711737
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,1,    1244.624581
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,2,    1247.313492
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,3,    1234.693717
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,4,    1219.227174
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,5,    1256.739915
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,6,    1249.020668
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,7,    1274.914544
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,8,    1224.331597
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,9,    1238.871896
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,10,    1231.361805
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,11,    1246.600227
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,12,    1225.611390
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,13,    1245.542188
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,14,    1250.701165
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,15,    1229.846269
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,16,    1259.671934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,17,    1229.896485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,18,    1238.290233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",512,19,    1244.161334
