dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,0,       0.058501
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,8,       1.568223
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,9,       1.724897
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,10,       1.573681
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,11,       1.563376
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,12,       1.563843
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,13,       1.568520
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,14,       1.733427
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,15,       1.562900
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,16,       1.564281
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,17,       1.586198
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,18,       1.611420
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",256,19,       1.566198
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,0,       1.989473
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,1,       2.000846
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,2,       1.998952
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,3,       2.001396
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,4,       1.999109
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,5,       1.997844
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,6,       1.999826
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,7,       2.000010
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,8,       1.993278
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,9,       2.000124
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,10,       2.000041
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,11,       2.000357
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,12,       2.003197
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,13,       2.006084
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,14,       1.999840
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,15,       2.001193
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,16,       2.001251
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,17,       1.999746
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,18,       2.000365
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",320,19,       2.000593
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,0,       2.830735
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,1,       2.842363
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,2,       2.845416
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,3,       2.843514
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,4,       2.839825
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,5,       2.832736
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,6,       2.844262
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,7,       2.840483
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,8,       2.840755
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,9,       2.843013
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,10,       2.842407
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,11,       2.842596
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,12,       2.843026
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,13,       2.848941
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,14,       2.840043
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,15,       2.842404
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,16,       2.868391
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,17,       2.844370
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,18,       2.840829
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",384,19,       2.840745
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,0,       5.646595
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,1,       5.683643
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,2,       5.677456
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,3,       5.678386
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,4,       5.675117
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,5,       5.676388
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,6,       5.676405
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,7,       5.676588
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,8,       5.678017
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,9,       5.686070
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,10,       5.680204
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,11,       5.679310
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,12,       5.678676
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,13,       5.678335
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,14,       5.676619
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,15,       5.675862
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,16,       5.672893
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,17,       5.684238
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,18,       5.680534
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",448,19,       5.678322
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,0,       5.305396
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,1,       5.324584
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,2,       5.320986
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,3,       5.321297
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,4,       5.317933
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,5,       5.318918
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,6,       5.322633
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,7,       5.314420
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,8,       5.319988
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,9,       5.323592
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,10,       5.318739
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,11,       5.324031
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,12,       5.320011
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,13,       5.323164
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,14,       5.318665
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,15,       5.318023
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,16,       5.318427
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,17,       5.319929
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,18,       5.321501
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",512,19,       5.323906
