dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       1.280059
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,1,       0.889706
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,2,       0.886412
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,3,       0.816829
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,4,       0.853915
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,5,       0.820235
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,6,       0.875440
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,7,       0.885654
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,8,       0.862963
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,9,       0.896540
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,10,       0.837492
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,11,       0.886011
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,12,       0.811248
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,13,       0.817357
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,14,       0.909304
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,15,       0.882631
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,16,       0.809641
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,17,       0.912835
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,18,       0.904093
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,19,       0.882850
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,0,       6.425491
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,1,       6.434289
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,2,       6.321037
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,3,       6.454292
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,4,       6.318194
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,5,       6.426299
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,6,       6.361905
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,7,       6.416626
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,8,       6.705488
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,9,       6.210501
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,10,       6.394038
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,11,       6.348059
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,12,       6.720045
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,13,       6.337322
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,14,       6.314228
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,15,       6.498538
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,16,       6.405427
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,17,       6.429725
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,18,       6.427695
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,19,       6.336208
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,      30.116830
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,      30.649109
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,      29.943504
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,      30.915825
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,      30.117583
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,      31.166773
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,      31.178388
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,      31.094158
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,      30.994522
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,      31.048479
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,      30.626792
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,      30.630889
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,      30.352506
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,      30.886458
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,      30.023569
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,      30.636863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,      30.574723
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,      30.994783
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,      31.209888
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,      31.207245
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,     138.444405
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,     143.463088
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,     136.380141
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,     122.183274
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,     125.452024
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,     130.339206
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,     131.295826
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,     129.924412
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,     120.784328
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,     112.562085
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,     116.919726
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,     116.689668
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,     117.265514
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,     116.982652
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,     115.355075
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,     115.680102
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,     113.283611
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,     115.308024
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,     114.467582
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,     116.178567
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,     142.646922
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,     139.935308
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,     142.132261
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,     140.729817
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,     140.837490
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,     141.131629
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,     142.047963
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,     140.733626
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,     141.939090
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,     141.728881
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,     141.836935
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,     142.453420
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,     141.235866
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,     141.989137
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,     143.560453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,     140.642353
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,     143.786663
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,     142.479812
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,     145.313440
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,     141.768503
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,     393.592156
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,     396.510159
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,     389.944110
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,     395.107281
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,     390.879559
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,     396.433735
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,     395.896002
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,     393.862354
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,     407.125570
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,     399.663236
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,     408.380221
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,     403.917785
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,     403.347647
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,     409.708226
