dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       1.280059
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,     410.313407
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,     405.058267
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,     413.864864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,     404.628182
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,     410.561708
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,     408.249339
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     459.730860
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     463.022265
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     458.347705
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     460.227529
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     465.938867
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     458.805848
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     465.657419
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     456.677948
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     462.344934
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     462.826848
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     462.560329
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     457.423081
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     467.624706
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     462.044476
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     459.080520
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     463.752219
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     463.752254
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     461.854571
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     465.748140
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     453.658279
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,    1357.784000
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,    1349.704339
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,    1298.553434
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,    1321.121821
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,    1291.309612
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,    1308.273680
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,    1314.841180
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,    1341.762415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,    1280.639552
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,    1317.484408
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,    1331.094823
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,    1282.635842
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,    1313.409492
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,    1303.457276
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,    1299.209350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,    1300.630400
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,    1307.398939
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,    1319.598371
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,    1306.280983
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,    1286.296402
