dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       3.188188
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,1,       2.856114
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,2,       2.817316
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,3,       2.804536
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,4,       2.816314
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,5,       2.894317
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,6,       2.770914
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,7,       2.859487
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,8,       2.814811
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,9,       2.851322
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,10,       2.775065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,11,       2.837272
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,12,       3.007962
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,13,       2.885216
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,14,       2.914508
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,15,       2.811811
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,16,       2.862526
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,17,       2.871167
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,18,       2.971395
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,19,       2.899095
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,0,      67.291404
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,1,      67.324209
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,2,      67.208295
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,3,      67.447522
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,4,      67.641913
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,5,      67.543405
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,6,      67.343460
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,7,      67.281663
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,8,      69.169415
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,9,      67.013571
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,10,      67.152376
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,11,      67.032566
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,12,      67.041067
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,13,      66.850113
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,14,      66.724939
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,15,      66.725557
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,16,      67.801249
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,17,      67.656695
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,18,      67.203754
3,double,uniform,PoisFFT,"N | D | N | N | N | N",128,19,      66.919629
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,0,     335.539121
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,1,     337.198376
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,2,     335.504041
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,3,     335.854453
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,4,     334.918257
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,5,     335.175303
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,6,     341.292968
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,7,     335.985990
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,8,     334.933103
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,9,     336.690705
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,10,     335.306197
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,11,     337.211065
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,12,     335.695989
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,13,     335.635369
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,14,     336.007358
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,15,     337.052793
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,16,     336.944103
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,17,     336.690432
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,18,     336.470565
3,double,uniform,PoisFFT,"N | D | N | N | N | N",192,19,     337.124685
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,0,     300.257776
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,1,     296.696467
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,2,     294.060737
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,3,     300.122188
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,4,     299.541182
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,5,     296.601831
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,6,     297.795553
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,7,     297.514155
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,8,     296.102678
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,9,     297.215489
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,10,     296.415851
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,11,     295.174867
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,12,     294.036400
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,13,     298.164529
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,14,     297.598785
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,15,     290.822131
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,16,     298.897132
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,17,     297.964548
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,18,     300.954464
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,19,     297.288540
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     678.169655
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     678.813097
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     680.978209
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     678.238900
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     686.397637
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     676.700052
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     686.883039
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     680.022398
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     682.872375
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     676.424192
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     679.287948
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     679.041367
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     677.828000
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     681.497626
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     676.896828
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     675.589525
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     685.532625
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     679.812524
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     679.343701
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     678.339455
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,0,    2875.507397
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,1,    2879.749619
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,2,    2899.525388
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,3,    2854.158339
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,4,    2861.194133
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,5,    2865.097854
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,6,    2852.028504
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,7,    2893.468624
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,8,    2886.633723
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,9,    2859.797975
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,10,    2852.137290
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,11,    2854.263448
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,12,    2866.458000
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,13,    2876.524969
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,14,    2863.298311
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,15,    2851.573767
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,16,    2870.545922
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,17,    2853.337021
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,18,    2902.125153
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,19,    2875.193618
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,0,    3691.610313
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,1,    3675.865928
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,2,    3663.015373
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,3,    3683.536196
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,4,    3683.086896
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,5,    3655.497859
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,6,    3685.430282
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,7,    3664.582015
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,8,    3662.960979
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,9,    3682.235165
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,10,    3657.709094
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,11,    3698.457184
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,12,    3671.779210
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,13,    3692.617376
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,14,    3649.766588
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,15,    3651.062069
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,16,    3662.251095
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,17,    3660.674541
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,18,    3687.694634
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,19,    3648.563620
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,0,    3980.134234
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,1,    3994.064312
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,2,    3958.389824
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,3,    3951.227850
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,4,    3952.684870
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,5,    3961.569385
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    3955.433440
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    4001.897724
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    3939.000748
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    3967.744378
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    3981.668761
