dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       1.433596
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,      43.292425
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,      43.139213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,      43.046765
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,      42.966292
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,      42.702200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,      42.476072
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,      43.153233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,      42.407367
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,      42.847206
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,      42.757964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,      43.042528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,      43.827203
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,      42.951832
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,      43.793184
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,     114.913717
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,     114.945867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,     112.948307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,     116.665180
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,     113.047538
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,     115.236307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,     112.738562
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,     117.853533
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,     115.671250
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,     112.493767
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,     114.110272
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,     109.351643
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,     114.423497
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,     115.001304
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,     113.569501
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,     114.047810
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,     115.117619
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,     116.458079
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,     116.897576
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,     115.446600
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,     216.325322
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,     218.049485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,     216.789858
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,     218.197620
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,     217.556176
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,     219.579551
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,     217.716487
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,     216.833941
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,     219.140955
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,     218.847866
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,     214.291610
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,     218.451081
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,     213.275641
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,     214.917030
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,     217.859075
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,     218.007474
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,     217.597801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,     217.620035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,     219.555616
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,     219.998644
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,     408.954232
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,     402.506482
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,     406.465816
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,     403.143528
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,     402.449795
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,     408.832200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,     412.261303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,     406.040051
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,     408.385750
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,     401.150239
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,     411.434974
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,     410.730631
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,     406.719120
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,     409.204249
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,     416.128033
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,     412.372427
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,     409.175614
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,     404.246037
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,     406.408309
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,     408.425159
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,     688.619339
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,     702.648615
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,     697.600506
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,     695.349599
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,     702.935806
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,     706.316056
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,     692.884889
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,     692.453873
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,     689.330881
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,     695.435791
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,     695.220152
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,     694.391642
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,     694.078046
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,     694.205977
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,     690.679833
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,     692.921066
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,     699.707536
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,     691.226417
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,     691.447510
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,     696.777390
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,    1227.281997
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,    1223.949185
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,    1256.537956
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,    1276.023490
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,    1218.162370
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,    1256.125895
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,    1260.530909
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,    1216.849778
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,    1261.375634
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,    1246.791886
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,    1258.921636
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,    1234.353747
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,    1253.084810
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,    1279.872960
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,    1249.133867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,    1236.881005
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,    1256.403194
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,    1247.970512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,    1254.833326
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,    1266.066427
