dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,0,       1.404133
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,1,       0.908375
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,2,       0.920457
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,3,       0.981020
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,4,       0.906251
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,5,       0.902934
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,6,       0.965411
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,7,       0.936017
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,8,       0.911047
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,9,       0.964748
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,10,       0.979868
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,11,       0.909230
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,12,       0.911382
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,13,       0.972683
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,14,       0.938847
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,15,       0.907754
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,16,       0.942775
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,17,       0.947554
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,18,       0.907117
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",64,19,       0.903859
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,0,       9.310534
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,1,       9.600842
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,2,       9.396777
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,3,       9.624434
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,4,       9.354836
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,5,       9.151710
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,6,       9.382375
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,7,       9.653101
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,8,       9.607124
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,9,       9.579184
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,10,       9.729165
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,11,       9.477176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,12,      10.403545
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,13,       9.506928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,14,       9.775530
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,15,       9.508466
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,16,       9.338734
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,17,       9.880502
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,18,       9.730290
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",128,19,       9.499446
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,0,      41.480909
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,1,      40.979340
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,2,      41.142996
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,3,      41.623626
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,4,      41.923665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,5,      42.289066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,6,      41.573328
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,7,      40.776995
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,8,      41.265835
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,9,      41.221781
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,10,      43.101518
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,11,      42.109278
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,12,      40.676157
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,13,      41.882487
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,14,      41.227647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,15,      42.784897
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,16,      42.433448
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,17,      41.666109
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,18,      41.778497
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",192,19,      40.943756
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,0,     160.299020
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,1,     159.181792
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,2,     159.901317
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,3,     155.348144
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,4,     156.070494
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,5,     154.687135
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,6,     157.051294
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,7,     156.994800
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,8,     160.016191
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,9,     153.398080
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,10,     156.289327
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,11,     160.501967
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,12,     153.070854
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,13,     155.303707
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,14,     154.941784
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,15,     152.657219
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,16,     156.019493
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,17,     153.737820
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,18,     155.408530
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",256,19,     151.867722
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,0,     200.704245
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,1,     203.369393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,2,     198.614581
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,3,     201.067952
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,4,     201.618738
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,5,     198.898842
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,6,     201.993616
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,7,     201.577650
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,8,     198.308731
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,9,     200.641463
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,10,     201.945384
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,11,     200.864012
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,12,     202.167928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,13,     204.868774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,14,     203.763129
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,15,     203.728096
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,16,     200.065654
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,17,     204.380920
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,18,     201.669679
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",320,19,     200.537453
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,0,     559.195906
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,1,     555.276211
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,2,     565.369574
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,3,     563.795160
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,4,     562.005702
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,5,     554.730442
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,6,     573.425715
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,7,     562.959977
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,8,     567.428111
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,9,     560.630581
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,10,     555.930869
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,11,     548.517385
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,12,     556.375431
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,13,     568.590773
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,14,     570.057061
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,15,     550.772999
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,16,     560.922651
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,17,     564.094379
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,18,     569.241868
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",384,19,     567.627737
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,0,     829.221385
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,1,     836.300923
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,2,     836.132415
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,3,     833.627787
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,4,     827.129315
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,5,     835.833987
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,6,     840.620408
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,7,     832.140579
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,8,     830.924224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,9,     837.030113
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,10,     840.771954
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,11,     826.861213
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,12,     828.477007
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,13,     841.218112
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,14,     835.751048
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,15,     843.952652
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,16,     830.233055
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,17,     842.936582
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,18,     831.251184
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",448,19,     833.126553
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,0,    1886.659991
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,1,    1931.301010
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,2,    1880.864943
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,3,    1879.069457
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,4,    1827.429078
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,5,    1839.469853
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,6,    1885.671791
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,7,    1852.076264
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,8,    1841.369243
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,9,    1857.889480
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,10,    1902.081376
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,11,    1899.453611
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,12,    1855.149762
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,13,    1863.628258
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,14,    1844.013529
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,15,    1891.710120
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,16,    1876.345734
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,17,    1876.805432
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,18,    1851.762079
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",512,19,    1852.193956
