dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       1.473247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,     178.857532
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,     175.890244
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,     176.636167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,     181.492766
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,     177.415340
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,     178.190251
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,     177.695636
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,     177.518854
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,     176.819086
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,     176.311471
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,     177.750550
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,     177.618305
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,     176.731430
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,     176.191161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,     178.849676
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,     181.110287
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,     176.145341
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,     177.259428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,     359.161707
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,     354.163584
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,     353.932615
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,     355.313731
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,     357.905022
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,     358.842594
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,     354.136562
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,     356.855644
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,     354.804881
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,     353.964453
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,     359.408502
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,     357.995269
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,     355.201345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,     354.734470
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,     356.226590
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,     354.835290
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,     354.340035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,     365.950605
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,     353.424894
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,     356.740622
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,     587.638081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,     577.417416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,     588.536469
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,     582.669561
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,     577.002546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,     580.093458
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,     582.392481
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,     583.705792
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,     577.632958
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,     584.596973
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,     577.864850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,     580.259250
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,     585.606863
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,     580.974496
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,     576.828776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,     578.762190
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,     580.353704
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,     585.144283
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,     578.437338
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,     584.284652
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,    1018.685284
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,    1008.960757
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,    1010.402883
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,    1039.355247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,    1023.765296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,    1020.725254
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,    1035.961146
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,    1029.550126
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,    1023.949536
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,    1039.451623
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,    1019.925793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,    1007.751597
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,    1025.982710
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,    1038.164059
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,    1021.028842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,    1031.419327
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,    1021.792606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,    1023.195086
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,    1014.175682
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,    1010.124381
