dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       1.473247
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,1,       0.917707
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,2,       0.979303
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,3,       0.916660
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,4,       0.990994
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,5,       0.977764
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,6,       0.982456
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,7,       0.983332
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,8,       0.986022
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,9,       0.973603
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,10,       1.000467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,11,       0.999907
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,12,       0.942037
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,13,       0.975651
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,14,       0.990407
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,15,       0.906680
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,16,       0.911287
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,17,       0.936682
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,18,       0.906152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,       0.956878
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       8.648694
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       8.541320
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       8.611582
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       8.519081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       8.476711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       8.329650
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       8.333513
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       8.433382
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       8.601186
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       8.541344
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       8.297803
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       8.472289
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       8.466878
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       8.271538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       8.501005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       8.389474
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       8.556105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       8.618695
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       8.634037
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       8.425610
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,      42.054823
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,      41.460644
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,      42.266583
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,      41.988267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,      42.026280
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,      41.961592
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,      42.518350
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,      42.021552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,      41.795455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,      42.117884
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,      42.101347
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,      41.657711
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,      42.936442
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,      42.132522
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,      41.598708
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,      42.658744
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,      41.676045
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,      41.679266
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,      42.187687
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,      42.027226
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,     114.439036
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,     112.450196
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,     114.070889
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,     112.914772
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,     113.021696
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,     103.769180
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,     106.849806
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,     104.718664
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,     105.585101
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,     104.621683
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,     105.262458
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,     106.030152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,     104.730062
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,     104.205315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,     105.394973
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,     103.194753
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,     105.027472
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,     103.625123
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,     103.061865
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,     106.665315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,     177.161873
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,     178.284730
