dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"P | P | P | P",64,0,       0.056331
2,double,uniform,PoisFFT,"P | P | P | P",256,14,       1.192280
2,double,uniform,PoisFFT,"P | P | P | P",256,15,       1.193431
2,double,uniform,PoisFFT,"P | P | P | P",256,16,       1.191388
2,double,uniform,PoisFFT,"P | P | P | P",256,17,       1.192694
2,double,uniform,PoisFFT,"P | P | P | P",256,18,       1.201522
2,double,uniform,PoisFFT,"P | P | P | P",256,19,       1.196461
2,double,uniform,PoisFFT,"P | P | P | P",320,0,       1.705898
2,double,uniform,PoisFFT,"P | P | P | P",320,1,       1.731217
2,double,uniform,PoisFFT,"P | P | P | P",320,2,       1.740049
2,double,uniform,PoisFFT,"P | P | P | P",320,3,       1.737957
2,double,uniform,PoisFFT,"P | P | P | P",320,4,       1.737548
2,double,uniform,PoisFFT,"P | P | P | P",320,5,       1.721008
2,double,uniform,PoisFFT,"P | P | P | P",320,6,       1.735827
2,double,uniform,PoisFFT,"P | P | P | P",320,7,       1.717306
2,double,uniform,PoisFFT,"P | P | P | P",320,8,       1.738719
2,double,uniform,PoisFFT,"P | P | P | P",320,9,       1.738351
2,double,uniform,PoisFFT,"P | P | P | P",320,10,       1.732239
2,double,uniform,PoisFFT,"P | P | P | P",320,11,       1.736055
2,double,uniform,PoisFFT,"P | P | P | P",320,12,       1.735850
2,double,uniform,PoisFFT,"P | P | P | P",320,13,       1.738053
2,double,uniform,PoisFFT,"P | P | P | P",320,14,       1.737874
2,double,uniform,PoisFFT,"P | P | P | P",320,15,       1.732817
2,double,uniform,PoisFFT,"P | P | P | P",320,16,       1.737597
2,double,uniform,PoisFFT,"P | P | P | P",320,17,       1.736101
2,double,uniform,PoisFFT,"P | P | P | P",320,18,       1.742879
2,double,uniform,PoisFFT,"P | P | P | P",320,19,       1.723663
2,double,uniform,PoisFFT,"P | P | P | P",384,0,       2.607193
2,double,uniform,PoisFFT,"P | P | P | P",384,1,       2.616267
2,double,uniform,PoisFFT,"P | P | P | P",384,2,       2.614623
2,double,uniform,PoisFFT,"P | P | P | P",384,3,       2.625635
2,double,uniform,PoisFFT,"P | P | P | P",384,4,       2.614422
2,double,uniform,PoisFFT,"P | P | P | P",384,5,       2.627083
2,double,uniform,PoisFFT,"P | P | P | P",384,6,       2.614326
2,double,uniform,PoisFFT,"P | P | P | P",384,7,       2.624645
2,double,uniform,PoisFFT,"P | P | P | P",384,8,       2.617048
2,double,uniform,PoisFFT,"P | P | P | P",384,9,       2.618220
2,double,uniform,PoisFFT,"P | P | P | P",384,10,       2.622488
2,double,uniform,PoisFFT,"P | P | P | P",384,11,       2.609766
2,double,uniform,PoisFFT,"P | P | P | P",384,12,       2.617873
2,double,uniform,PoisFFT,"P | P | P | P",384,13,       2.619149
2,double,uniform,PoisFFT,"P | P | P | P",384,14,       2.612980
2,double,uniform,PoisFFT,"P | P | P | P",384,15,       2.620652
2,double,uniform,PoisFFT,"P | P | P | P",384,16,       2.617189
2,double,uniform,PoisFFT,"P | P | P | P",384,17,       2.626255
2,double,uniform,PoisFFT,"P | P | P | P",384,18,       2.616936
2,double,uniform,PoisFFT,"P | P | P | P",384,19,       2.616238
2,double,uniform,PoisFFT,"P | P | P | P",448,0,       3.740727
2,double,uniform,PoisFFT,"P | P | P | P",448,1,       3.739953
2,double,uniform,PoisFFT,"P | P | P | P",448,2,       3.720983
2,double,uniform,PoisFFT,"P | P | P | P",448,3,       3.734361
2,double,uniform,PoisFFT,"P | P | P | P",448,4,       3.741704
2,double,uniform,PoisFFT,"P | P | P | P",448,5,       3.753599
2,double,uniform,PoisFFT,"P | P | P | P",448,6,       3.751857
2,double,uniform,PoisFFT,"P | P | P | P",448,7,       3.727476
2,double,uniform,PoisFFT,"P | P | P | P",448,8,       3.740841
2,double,uniform,PoisFFT,"P | P | P | P",448,9,       3.746781
2,double,uniform,PoisFFT,"P | P | P | P",448,10,       3.740564
2,double,uniform,PoisFFT,"P | P | P | P",448,11,       3.714179
2,double,uniform,PoisFFT,"P | P | P | P",448,12,       3.738426
2,double,uniform,PoisFFT,"P | P | P | P",448,13,       3.778382
2,double,uniform,PoisFFT,"P | P | P | P",448,14,       3.716303
2,double,uniform,PoisFFT,"P | P | P | P",448,15,       3.858550
2,double,uniform,PoisFFT,"P | P | P | P",448,16,       3.736311
2,double,uniform,PoisFFT,"P | P | P | P",448,17,       3.744851
2,double,uniform,PoisFFT,"P | P | P | P",448,18,       3.742230
2,double,uniform,PoisFFT,"P | P | P | P",448,19,       3.715406
2,double,uniform,PoisFFT,"P | P | P | P",512,0,       5.322170
2,double,uniform,PoisFFT,"P | P | P | P",512,1,       5.352515
2,double,uniform,PoisFFT,"P | P | P | P",512,2,       5.361620
2,double,uniform,PoisFFT,"P | P | P | P",512,3,       5.362266
2,double,uniform,PoisFFT,"P | P | P | P",512,4,       5.317056
2,double,uniform,PoisFFT,"P | P | P | P",512,5,       5.356415
2,double,uniform,PoisFFT,"P | P | P | P",512,6,       5.353952
2,double,uniform,PoisFFT,"P | P | P | P",512,7,       5.351156
2,double,uniform,PoisFFT,"P | P | P | P",512,8,       5.301729
2,double,uniform,PoisFFT,"P | P | P | P",512,9,       5.355665
2,double,uniform,PoisFFT,"P | P | P | P",512,10,       5.353340
2,double,uniform,PoisFFT,"P | P | P | P",512,11,       5.377173
2,double,uniform,PoisFFT,"P | P | P | P",512,12,       5.306514
2,double,uniform,PoisFFT,"P | P | P | P",512,13,       5.352529
2,double,uniform,PoisFFT,"P | P | P | P",512,14,       5.362970
2,double,uniform,PoisFFT,"P | P | P | P",512,15,       5.266827
2,double,uniform,PoisFFT,"P | P | P | P",512,16,       5.289456
2,double,uniform,PoisFFT,"P | P | P | P",512,17,       5.363747
2,double,uniform,PoisFFT,"P | P | P | P",512,18,       5.375021
2,double,uniform,PoisFFT,"P | P | P | P",512,19,       5.295795
