dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"P | P | P | P",64,0,       0.036391
2,float,uniform,PoisFFT,"P | P | P | P",192,7,       0.388651
2,float,uniform,PoisFFT,"P | P | P | P",192,8,       0.383968
2,float,uniform,PoisFFT,"P | P | P | P",192,9,       0.388744
2,float,uniform,PoisFFT,"P | P | P | P",192,10,       0.383650
2,float,uniform,PoisFFT,"P | P | P | P",192,11,       0.389147
2,float,uniform,PoisFFT,"P | P | P | P",192,12,       0.383844
2,float,uniform,PoisFFT,"P | P | P | P",192,13,       0.387942
2,float,uniform,PoisFFT,"P | P | P | P",192,14,       0.384082
2,float,uniform,PoisFFT,"P | P | P | P",192,15,       0.389062
2,float,uniform,PoisFFT,"P | P | P | P",192,16,       0.383704
2,float,uniform,PoisFFT,"P | P | P | P",192,17,       0.388697
2,float,uniform,PoisFFT,"P | P | P | P",192,18,       0.383892
2,float,uniform,PoisFFT,"P | P | P | P",192,19,       0.388349
2,float,uniform,PoisFFT,"P | P | P | P",256,0,       0.738436
2,float,uniform,PoisFFT,"P | P | P | P",256,1,       0.732478
2,float,uniform,PoisFFT,"P | P | P | P",256,2,       0.723828
2,float,uniform,PoisFFT,"P | P | P | P",256,3,       0.727167
2,float,uniform,PoisFFT,"P | P | P | P",256,4,       0.727402
2,float,uniform,PoisFFT,"P | P | P | P",256,5,       0.727456
2,float,uniform,PoisFFT,"P | P | P | P",256,6,       0.728495
2,float,uniform,PoisFFT,"P | P | P | P",256,7,       0.730566
2,float,uniform,PoisFFT,"P | P | P | P",256,8,       0.880244
2,float,uniform,PoisFFT,"P | P | P | P",256,9,       0.767352
2,float,uniform,PoisFFT,"P | P | P | P",256,10,       0.736899
2,float,uniform,PoisFFT,"P | P | P | P",256,11,       0.732776
2,float,uniform,PoisFFT,"P | P | P | P",256,12,       0.733583
2,float,uniform,PoisFFT,"P | P | P | P",256,13,       0.819978
2,float,uniform,PoisFFT,"P | P | P | P",256,14,       0.736439
2,float,uniform,PoisFFT,"P | P | P | P",256,15,       0.735994
2,float,uniform,PoisFFT,"P | P | P | P",256,16,       0.728885
2,float,uniform,PoisFFT,"P | P | P | P",256,17,       0.728524
2,float,uniform,PoisFFT,"P | P | P | P",256,18,       0.731766
2,float,uniform,PoisFFT,"P | P | P | P",256,19,       0.734795
2,float,uniform,PoisFFT,"P | P | P | P",320,0,       1.183132
2,float,uniform,PoisFFT,"P | P | P | P",320,1,       1.174582
2,float,uniform,PoisFFT,"P | P | P | P",320,2,       1.427646
2,float,uniform,PoisFFT,"P | P | P | P",320,3,       1.164649
2,float,uniform,PoisFFT,"P | P | P | P",320,4,       1.171034
2,float,uniform,PoisFFT,"P | P | P | P",320,5,       1.172600
2,float,uniform,PoisFFT,"P | P | P | P",320,6,       1.170926
2,float,uniform,PoisFFT,"P | P | P | P",320,7,       1.173133
2,float,uniform,PoisFFT,"P | P | P | P",320,8,       1.170099
2,float,uniform,PoisFFT,"P | P | P | P",320,9,       1.172610
2,float,uniform,PoisFFT,"P | P | P | P",320,10,       1.170766
2,float,uniform,PoisFFT,"P | P | P | P",320,11,       1.185395
2,float,uniform,PoisFFT,"P | P | P | P",320,12,       1.183691
2,float,uniform,PoisFFT,"P | P | P | P",320,13,       1.170157
2,float,uniform,PoisFFT,"P | P | P | P",320,14,       1.168865
2,float,uniform,PoisFFT,"P | P | P | P",320,15,       1.172762
2,float,uniform,PoisFFT,"P | P | P | P",320,16,       1.171561
2,float,uniform,PoisFFT,"P | P | P | P",320,17,       1.171760
2,float,uniform,PoisFFT,"P | P | P | P",320,18,       1.171919
2,float,uniform,PoisFFT,"P | P | P | P",320,19,       1.183565
2,float,uniform,PoisFFT,"P | P | P | P",384,0,       1.707173
2,float,uniform,PoisFFT,"P | P | P | P",384,1,       1.766524
2,float,uniform,PoisFFT,"P | P | P | P",384,2,       1.768657
2,float,uniform,PoisFFT,"P | P | P | P",384,3,       1.737649
2,float,uniform,PoisFFT,"P | P | P | P",384,4,       1.766467
2,float,uniform,PoisFFT,"P | P | P | P",384,5,       1.762267
2,float,uniform,PoisFFT,"P | P | P | P",384,6,       1.769692
2,float,uniform,PoisFFT,"P | P | P | P",384,7,       1.766404
2,float,uniform,PoisFFT,"P | P | P | P",384,8,       1.766709
2,float,uniform,PoisFFT,"P | P | P | P",384,9,       1.791201
2,float,uniform,PoisFFT,"P | P | P | P",384,10,       1.757745
2,float,uniform,PoisFFT,"P | P | P | P",384,11,       1.763231
2,float,uniform,PoisFFT,"P | P | P | P",384,12,       1.727545
2,float,uniform,PoisFFT,"P | P | P | P",384,13,       1.764357
2,float,uniform,PoisFFT,"P | P | P | P",384,14,       1.760531
2,float,uniform,PoisFFT,"P | P | P | P",384,15,       1.753040
2,float,uniform,PoisFFT,"P | P | P | P",384,16,       1.779001
2,float,uniform,PoisFFT,"P | P | P | P",384,17,       1.783541
2,float,uniform,PoisFFT,"P | P | P | P",384,18,       1.765025
2,float,uniform,PoisFFT,"P | P | P | P",384,19,       1.777944
2,float,uniform,PoisFFT,"P | P | P | P",448,0,       2.819349
2,float,uniform,PoisFFT,"P | P | P | P",448,1,       2.905997
2,float,uniform,PoisFFT,"P | P | P | P",448,2,       2.889273
2,float,uniform,PoisFFT,"P | P | P | P",448,3,       2.902234
2,float,uniform,PoisFFT,"P | P | P | P",448,4,       3.270825
2,float,uniform,PoisFFT,"P | P | P | P",448,5,       2.891007
2,float,uniform,PoisFFT,"P | P | P | P",448,6,       2.882641
2,float,uniform,PoisFFT,"P | P | P | P",448,7,       2.894725
2,float,uniform,PoisFFT,"P | P | P | P",448,8,       2.881516
2,float,uniform,PoisFFT,"P | P | P | P",448,9,       2.919858
2,float,uniform,PoisFFT,"P | P | P | P",448,10,       2.882468
2,float,uniform,PoisFFT,"P | P | P | P",448,11,       2.918192
2,float,uniform,PoisFFT,"P | P | P | P",448,12,       2.878398
2,float,uniform,PoisFFT,"P | P | P | P",448,13,       2.904428
2,float,uniform,PoisFFT,"P | P | P | P",448,14,       2.880979
2,float,uniform,PoisFFT,"P | P | P | P",448,15,       2.884043
2,float,uniform,PoisFFT,"P | P | P | P",448,16,       2.873605
2,float,uniform,PoisFFT,"P | P | P | P",448,17,       2.911646
2,float,uniform,PoisFFT,"P | P | P | P",448,18,       2.887722
2,float,uniform,PoisFFT,"P | P | P | P",448,19,       2.884752
2,float,uniform,PoisFFT,"P | P | P | P",512,0,       3.723802
2,float,uniform,PoisFFT,"P | P | P | P",512,1,       3.694530
2,float,uniform,PoisFFT,"P | P | P | P",512,2,       3.693543
2,float,uniform,PoisFFT,"P | P | P | P",512,3,       3.700089
2,float,uniform,PoisFFT,"P | P | P | P",512,4,       3.711513
2,float,uniform,PoisFFT,"P | P | P | P",512,5,       3.711143
2,float,uniform,PoisFFT,"P | P | P | P",512,6,       3.715733
2,float,uniform,PoisFFT,"P | P | P | P",512,7,       3.711298
2,float,uniform,PoisFFT,"P | P | P | P",512,8,       3.694131
2,float,uniform,PoisFFT,"P | P | P | P",512,9,       3.704492
2,float,uniform,PoisFFT,"P | P | P | P",512,10,       3.699553
2,float,uniform,PoisFFT,"P | P | P | P",512,11,       3.711407
2,float,uniform,PoisFFT,"P | P | P | P",512,12,       3.682761
2,float,uniform,PoisFFT,"P | P | P | P",512,13,       3.683532
2,float,uniform,PoisFFT,"P | P | P | P",512,14,       3.724351
2,float,uniform,PoisFFT,"P | P | P | P",512,15,       3.710100
2,float,uniform,PoisFFT,"P | P | P | P",512,16,       3.703937
2,float,uniform,PoisFFT,"P | P | P | P",512,17,       3.701751
2,float,uniform,PoisFFT,"P | P | P | P",512,18,       3.700564
2,float,uniform,PoisFFT,"P | P | P | P",512,19,       3.694653
