dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | D",64,0,       0.005099
1,double,uniform,PoisFFT,"D | D",128,12,       0.007584
1,double,uniform,PoisFFT,"D | D",128,13,       0.007572
1,double,uniform,PoisFFT,"D | D",128,14,       0.007601
1,double,uniform,PoisFFT,"D | D",128,15,       0.007572
1,double,uniform,PoisFFT,"D | D",128,16,       0.007582
1,double,uniform,PoisFFT,"D | D",128,17,       0.007554
1,double,uniform,PoisFFT,"D | D",128,18,       0.007586
1,double,uniform,PoisFFT,"D | D",128,19,       0.007564
1,double,uniform,PoisFFT,"D | D",192,0,       0.056303
1,double,uniform,PoisFFT,"D | D",192,1,       0.036289
1,double,uniform,PoisFFT,"D | D",192,2,       0.036086
1,double,uniform,PoisFFT,"D | D",192,3,       0.052129
1,double,uniform,PoisFFT,"D | D",192,4,       0.037444
1,double,uniform,PoisFFT,"D | D",192,5,       0.037418
1,double,uniform,PoisFFT,"D | D",192,6,       0.037388
1,double,uniform,PoisFFT,"D | D",192,7,       0.037418
1,double,uniform,PoisFFT,"D | D",192,8,       0.037406
1,double,uniform,PoisFFT,"D | D",192,9,       0.037388
1,double,uniform,PoisFFT,"D | D",192,10,       0.037415
1,double,uniform,PoisFFT,"D | D",192,11,       0.037459
1,double,uniform,PoisFFT,"D | D",192,12,       0.037410
1,double,uniform,PoisFFT,"D | D",192,13,       0.037353
1,double,uniform,PoisFFT,"D | D",192,14,       0.037371
1,double,uniform,PoisFFT,"D | D",192,15,       0.037443
1,double,uniform,PoisFFT,"D | D",192,16,       0.037395
1,double,uniform,PoisFFT,"D | D",192,17,       0.037405
1,double,uniform,PoisFFT,"D | D",192,18,       0.037409
1,double,uniform,PoisFFT,"D | D",192,19,       0.037452
1,double,uniform,PoisFFT,"D | D",256,0,       0.033952
1,double,uniform,PoisFFT,"D | D",256,1,       0.033305
1,double,uniform,PoisFFT,"D | D",256,2,       0.049766
1,double,uniform,PoisFFT,"D | D",256,3,       0.035193
1,double,uniform,PoisFFT,"D | D",256,4,       0.035167
1,double,uniform,PoisFFT,"D | D",256,5,       0.035123
1,double,uniform,PoisFFT,"D | D",256,6,       0.035122
1,double,uniform,PoisFFT,"D | D",256,7,       0.035137
1,double,uniform,PoisFFT,"D | D",256,8,       0.053956
1,double,uniform,PoisFFT,"D | D",256,9,       0.036084
1,double,uniform,PoisFFT,"D | D",256,10,       0.036083
1,double,uniform,PoisFFT,"D | D",256,11,       0.036053
1,double,uniform,PoisFFT,"D | D",256,12,       0.036064
1,double,uniform,PoisFFT,"D | D",256,13,       0.036017
1,double,uniform,PoisFFT,"D | D",256,14,       0.036096
1,double,uniform,PoisFFT,"D | D",256,15,       0.038494
1,double,uniform,PoisFFT,"D | D",256,16,       0.035980
1,double,uniform,PoisFFT,"D | D",256,17,       0.036027
1,double,uniform,PoisFFT,"D | D",256,18,       0.035989
1,double,uniform,PoisFFT,"D | D",256,19,       0.036001
1,double,uniform,PoisFFT,"D | D",320,0,       0.038349
1,double,uniform,PoisFFT,"D | D",320,1,       0.038042
1,double,uniform,PoisFFT,"D | D",320,2,       0.056202
1,double,uniform,PoisFFT,"D | D",320,3,       0.040826
1,double,uniform,PoisFFT,"D | D",320,4,       0.040831
1,double,uniform,PoisFFT,"D | D",320,5,       0.040707
1,double,uniform,PoisFFT,"D | D",320,6,       0.040790
1,double,uniform,PoisFFT,"D | D",320,7,       0.040764
1,double,uniform,PoisFFT,"D | D",320,8,       0.040743
1,double,uniform,PoisFFT,"D | D",320,9,       0.040785
1,double,uniform,PoisFFT,"D | D",320,10,       0.040885
1,double,uniform,PoisFFT,"D | D",320,11,       0.040725
1,double,uniform,PoisFFT,"D | D",320,12,       0.040767
1,double,uniform,PoisFFT,"D | D",320,13,       0.040815
1,double,uniform,PoisFFT,"D | D",320,14,       0.040755
1,double,uniform,PoisFFT,"D | D",320,15,       0.040708
1,double,uniform,PoisFFT,"D | D",320,16,       0.040792
1,double,uniform,PoisFFT,"D | D",320,17,       0.044437
1,double,uniform,PoisFFT,"D | D",320,18,       0.040798
1,double,uniform,PoisFFT,"D | D",320,19,       0.040840
1,double,uniform,PoisFFT,"D | D",384,0,       0.013462
1,double,uniform,PoisFFT,"D | D",384,1,       0.013102
1,double,uniform,PoisFFT,"D | D",384,2,       0.013106
1,double,uniform,PoisFFT,"D | D",384,3,       0.013056
1,double,uniform,PoisFFT,"D | D",384,4,       0.013036
1,double,uniform,PoisFFT,"D | D",384,5,       0.029754
1,double,uniform,PoisFFT,"D | D",384,6,       0.013994
1,double,uniform,PoisFFT,"D | D",384,7,       0.013967
1,double,uniform,PoisFFT,"D | D",384,8,       0.014007
1,double,uniform,PoisFFT,"D | D",384,9,       0.013982
1,double,uniform,PoisFFT,"D | D",384,10,       0.013943
1,double,uniform,PoisFFT,"D | D",384,11,       0.013909
1,double,uniform,PoisFFT,"D | D",384,12,       0.030566
1,double,uniform,PoisFFT,"D | D",384,13,       0.014477
1,double,uniform,PoisFFT,"D | D",384,14,       0.014507
1,double,uniform,PoisFFT,"D | D",384,15,       0.014541
1,double,uniform,PoisFFT,"D | D",384,16,       0.014536
1,double,uniform,PoisFFT,"D | D",384,17,       0.014576
1,double,uniform,PoisFFT,"D | D",384,18,       0.014544
1,double,uniform,PoisFFT,"D | D",384,19,       0.014514
1,double,uniform,PoisFFT,"D | D",448,0,       0.081400
1,double,uniform,PoisFFT,"D | D",448,1,       0.101513
1,double,uniform,PoisFFT,"D | D",448,2,       0.085761
1,double,uniform,PoisFFT,"D | D",448,3,       0.085740
1,double,uniform,PoisFFT,"D | D",448,4,       0.085645
1,double,uniform,PoisFFT,"D | D",448,5,       0.085739
1,double,uniform,PoisFFT,"D | D",448,6,       0.085621
1,double,uniform,PoisFFT,"D | D",448,7,       0.085732
1,double,uniform,PoisFFT,"D | D",448,8,       0.085725
1,double,uniform,PoisFFT,"D | D",448,9,       0.089042
1,double,uniform,PoisFFT,"D | D",448,10,       0.085729
1,double,uniform,PoisFFT,"D | D",448,11,       0.085691
1,double,uniform,PoisFFT,"D | D",448,12,       0.085689
1,double,uniform,PoisFFT,"D | D",448,13,       0.085628
1,double,uniform,PoisFFT,"D | D",448,14,       0.085750
1,double,uniform,PoisFFT,"D | D",448,15,       0.085653
1,double,uniform,PoisFFT,"D | D",448,16,       0.085718
1,double,uniform,PoisFFT,"D | D",448,17,       0.085622
1,double,uniform,PoisFFT,"D | D",448,18,       0.085712
1,double,uniform,PoisFFT,"D | D",448,19,       0.085678
1,double,uniform,PoisFFT,"D | D",512,0,       0.021071
1,double,uniform,PoisFFT,"D | D",512,1,       0.020526
1,double,uniform,PoisFFT,"D | D",512,2,       0.020479
1,double,uniform,PoisFFT,"D | D",512,3,       0.037061
1,double,uniform,PoisFFT,"D | D",512,4,       0.022145
1,double,uniform,PoisFFT,"D | D",512,5,       0.022042
1,double,uniform,PoisFFT,"D | D",512,6,       0.022022
1,double,uniform,PoisFFT,"D | D",512,7,       0.022050
1,double,uniform,PoisFFT,"D | D",512,8,       0.021996
1,double,uniform,PoisFFT,"D | D",512,9,       0.022054
1,double,uniform,PoisFFT,"D | D",512,10,       0.022014
1,double,uniform,PoisFFT,"D | D",512,11,       0.022577
1,double,uniform,PoisFFT,"D | D",512,12,       0.022065
1,double,uniform,PoisFFT,"D | D",512,13,       0.022045
1,double,uniform,PoisFFT,"D | D",512,14,       0.021989
1,double,uniform,PoisFFT,"D | D",512,15,       0.042087
1,double,uniform,PoisFFT,"D | D",512,16,       0.022969
1,double,uniform,PoisFFT,"D | D",512,17,       0.022851
1,double,uniform,PoisFFT,"D | D",512,18,       0.022844
1,double,uniform,PoisFFT,"D | D",512,19,       0.022874
