dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.891385
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,      39.872222
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,      39.641517
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,      39.804610
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,      39.779877
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,      39.776953
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,      39.719096
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,      40.354892
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,      39.774665
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,      40.366864
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,      40.545933
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,      39.820589
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,      39.673010
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,      39.743362
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,      39.792719
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,      40.036396
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,      39.921537
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,      40.339686
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,      39.766183
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,      87.331064
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,      86.102680
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,      91.396791
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,      86.699669
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,      86.787522
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,      86.867966
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,      87.426850
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,      86.860302
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,      87.717502
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,      86.965623
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,      86.577896
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,      87.735606
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,      87.322236
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,      86.950945
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,      86.577374
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,      86.474275
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,      86.509998
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,      87.307095
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,      86.909533
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,      86.676536
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,     197.312073
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,     197.291642
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,     197.450958
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,     196.811116
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,     198.320789
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,     196.482173
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,     197.220290
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,     196.122188
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,     197.927324
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,     203.548185
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,     197.282240
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,     196.817677
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,     198.240957
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,     195.838856
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,     196.633353
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,     196.290198
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,     197.825534
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,     199.498766
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,     196.152223
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,     196.615472
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,     333.382623
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,     334.395321
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,     336.051309
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,     332.370183
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,     330.590718
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,     335.039890
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,     331.893469
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,     330.960809
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,     332.309059
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,     331.798108
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,     336.796069
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,     333.285669
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,     332.680363
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,     341.802382
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,     340.092384
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,     333.629383
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,     341.764214
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,     332.146290
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,     332.930070
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,     339.716259
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,     577.913766
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,     581.477775
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,     591.953995
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,     583.769222
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,     584.274228
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,     577.764154
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,     579.133807
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,     578.311473
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,     579.893277
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,     583.312824
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,     579.380296
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,     586.982982
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,     587.213262
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,     581.227168
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,     576.828203
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,     584.113258
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,     579.310933
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,     579.100038
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,     578.513050
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,     580.747351
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,     807.490738
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,     822.322265
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,     805.431114
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,     796.488503
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,     811.068879
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,     800.148789
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,     797.831989
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,     807.874509
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,     798.032612
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,     803.801826
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,     799.350046
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,     798.798859
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,     810.284001
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,     800.473263
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,     801.687734
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,     799.582470
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,     800.750824
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,     800.104443
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,     796.444239
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,     810.309429
