dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       2.570727
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,1,       2.414101
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,2,       2.420913
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,3,       2.552760
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,4,       2.462349
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,5,       2.453043
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,6,       2.496675
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,7,       2.504641
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,8,       2.453830
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,9,       2.405101
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,10,       2.466164
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,11,       2.470343
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,12,       2.460581
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,13,       2.451362
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,14,       2.423810
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,15,       2.401712
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,16,       2.396386
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,17,       2.462721
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,18,       2.494751
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,19,       2.453789
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,0,      47.391313
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,1,      47.636775
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,2,      47.945938
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,3,      47.418750
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,4,      47.654860
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,5,      47.473654
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,6,      47.353305
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,7,      48.156712
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,8,      47.729452
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,9,      47.488174
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,10,      47.661611
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,11,      47.528171
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,12,      47.524325
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,13,      47.630232
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,14,      47.751175
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,15,      47.786218
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,16,      47.527231
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,17,      47.458962
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,18,      47.566651
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,19,      47.324231
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,0,     338.824919
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,1,     338.401629
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,2,     337.258945
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,3,     338.550147
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,4,     337.773828
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,5,     337.445400
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,6,     337.338871
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,7,     342.942325
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,8,     338.642264
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,9,     338.336337
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,10,     341.414140
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,11,     337.882084
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,12,     340.058049
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,13,     337.452384
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,14,     337.837706
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,15,     338.485333
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,16,     338.180615
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,17,     337.337135
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,18,     338.752108
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,19,     337.608680
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,0,     811.499861
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,1,     810.551986
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,2,     801.188328
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,3,     798.881877
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,4,     800.635481
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,5,     796.956032
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,6,     797.183722
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,7,     801.409834
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,8,     797.513375
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,9,     801.464190
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,10,     797.594354
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,11,     798.988702
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,12,     804.135427
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,13,     797.078667
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,14,     800.799024
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,15,     798.625626
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,16,     798.139662
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,17,     803.969969
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,18,     801.307854
3,float,uniform,PoisFFT,"D | D | D | D | D | D",256,19,     797.627863
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,0,    1500.549685
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,1,    1509.166330
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,2,    1498.179064
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,3,    1497.586985
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,4,    1496.241047
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,5,    1499.526505
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,6,    1500.567962
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,7,    1515.721392
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,8,    1513.485542
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,9,    1500.175740
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,10,    1499.343709
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,11,    1512.606129
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,12,    1507.501927
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,13,    1501.572023
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,14,    1502.203232
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,15,    1499.603240
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,16,    1499.917429
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,17,    1500.932371
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,18,    1513.402397
3,float,uniform,PoisFFT,"D | D | D | D | D | D",320,19,    1497.155417
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,0,     875.574239
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,1,     874.500778
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,2,     880.702198
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,3,     873.393982
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,4,     875.736901
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,5,     872.936983
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,6,     887.432152
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,7,     874.463561
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,8,     876.272562
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,9,     875.427913
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,10,     874.433393
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,11,     875.118641
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,12,     874.079328
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,13,     873.269057
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,14,     880.254939
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,15,     872.855020
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,16,     872.798912
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,17,     872.479695
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,18,     878.270945
3,float,uniform,PoisFFT,"D | D | D | D | D | D",384,19,     872.688936
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,0,    4781.714303
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,1,    4768.339841
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,2,    4728.354769
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,3,    4737.204877
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,4,    4751.377058
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,5,    4744.172498
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,6,    4763.583397
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,7,    4752.981358
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,8,    4793.475981
3,float,uniform,PoisFFT,"D | D | D | D | D | D",448,9,    4747.845548
