dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,0,       2.584284
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,3,     236.412273
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,4,     237.346515
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,5,     236.354495
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,6,     237.709351
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,7,     236.635719
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,8,     236.269497
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,9,     236.400539
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,10,     236.259435
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,11,     236.967566
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,12,     237.105045
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,13,     236.458977
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,14,     236.037591
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,15,     237.191493
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,16,     237.354815
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,17,     238.551067
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,18,     236.281014
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,19,     238.008466
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,0,     590.836427
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,1,     589.762421
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,2,     585.928804
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,3,     586.990549
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,4,     584.608895
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,5,     587.535841
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,6,     593.581647
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,7,     591.528864
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,8,     584.709052
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,9,     592.326285
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     588.369611
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     579.595761
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     577.721501
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     578.815218
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     583.987393
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     583.278387
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     576.766312
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     577.986721
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     584.962635
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     574.474094
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,0,    1054.450794
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,1,    1066.058074
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,2,    1050.471692
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,3,    1046.196819
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,4,    1061.045968
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,5,    1053.208311
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,6,    1047.802309
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,7,    1054.856821
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,8,    1049.928783
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,9,    1060.329634
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,10,    1050.490460
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,11,    1048.837354
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,12,    1051.353950
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,13,    1047.994404
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,14,    1050.828254
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,15,    1059.975697
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,16,    1048.428666
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,17,    1048.849393
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,18,    1063.385122
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,19,    1049.383011
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,0,     731.250448
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,1,     736.079265
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,2,     731.769460
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,3,     736.211208
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,4,     741.848416
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,5,     742.067121
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,6,     734.346878
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,7,     736.305704
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,8,     733.760092
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,9,     737.324692
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,10,     736.620044
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,11,     731.098073
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,12,     729.048475
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,13,     729.769648
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,14,     741.846434
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,15,     733.995049
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,16,     732.807171
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,17,     737.958580
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,18,     730.759637
3,float,uniform,PoisFFT,"D | D | D | D | N | D",384,19,     731.040347
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,0,    3344.277476
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,1,    3366.439227
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,2,    3313.558480
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,3,    3364.782777
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,4,    3315.868610
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,5,    3339.140737
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,6,    3337.950277
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,7,    3339.742524
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,8,    3342.347119
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,9,    3314.560665
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,10,    3348.623070
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,11,    3327.214968
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,12,    3330.581285
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,13,    3344.159313
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,14,    3377.970651
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,15,    3311.797202
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,16,    3345.556266
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,17,    3331.668410
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,18,    3320.971185
3,float,uniform,PoisFFT,"D | D | D | D | N | D",448,19,    3368.293366
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,0,    2227.728953
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,1,    2237.617089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,2,    2243.188726
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,3,    2238.233747
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,4,    2222.876678
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,5,    2236.856475
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,6,    2262.384329
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,7,    2243.953061
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,8,    2225.884582
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,9,    2224.116888
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,10,    2245.413731
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,11,    2228.395128
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,12,    2210.962581
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,13,    2233.349241
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,14,    2232.752524
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,15,    2234.915988
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,16,    2220.541333
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,17,    2262.140539
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,18,    2236.304866
3,float,uniform,PoisFFT,"D | D | D | D | N | D",512,19,    2231.828655
