dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.301087
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.823747
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.901432
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.786820
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.854632
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.831798
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.824203
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.831052
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.802969
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.797191
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.784793
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.894771
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.840429
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.842317
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.812927
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.831797
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.797039
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.892729
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.889515
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.873336
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,0,       6.869699
