dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.881826
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.858025
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.781991
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.837303
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.844017
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.781128
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.843479
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.837822
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.897345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.834613
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.846413
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.783253
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.831478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.845068
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.778520
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.826206
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.865929
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.898800
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.806933
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.878851
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,      10.556983
