dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | N",64,0,       0.002774
1,double,uniform,PoisFFT,"D | N",512,10,       0.008007
1,double,uniform,PoisFFT,"D | N",512,11,       0.008913
1,double,uniform,PoisFFT,"D | N",512,12,       0.008302
1,double,uniform,PoisFFT,"D | N",512,13,       0.008282
1,double,uniform,PoisFFT,"D | N",512,14,       0.008219
1,double,uniform,PoisFFT,"D | N",512,15,       0.008278
1,double,uniform,PoisFFT,"D | N",512,16,       0.008256
1,double,uniform,PoisFFT,"D | N",512,17,       0.008271
1,double,uniform,PoisFFT,"D | N",512,18,       0.008303
1,double,uniform,PoisFFT,"D | N",512,19,       0.008284
