dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"Ns | Ns",64,0,       0.001283
1,double,uniform,PoisFFT,"Ns | Ns",128,13,       0.001674
1,double,uniform,PoisFFT,"Ns | Ns",128,14,       0.001674
1,double,uniform,PoisFFT,"Ns | Ns",128,15,       0.001679
1,double,uniform,PoisFFT,"Ns | Ns",128,16,       0.001681
1,double,uniform,PoisFFT,"Ns | Ns",128,17,       0.001680
1,double,uniform,PoisFFT,"Ns | Ns",128,18,       0.008747
1,double,uniform,PoisFFT,"Ns | Ns",128,19,       0.001744
1,double,uniform,PoisFFT,"Ns | Ns",192,0,       0.003457
1,double,uniform,PoisFFT,"Ns | Ns",192,1,       0.003108
1,double,uniform,PoisFFT,"Ns | Ns",192,2,       0.003037
1,double,uniform,PoisFFT,"Ns | Ns",192,3,       0.002995
1,double,uniform,PoisFFT,"Ns | Ns",192,4,       0.003019
1,double,uniform,PoisFFT,"Ns | Ns",192,5,       0.002990
1,double,uniform,PoisFFT,"Ns | Ns",192,6,       0.003010
1,double,uniform,PoisFFT,"Ns | Ns",192,7,       0.003040
1,double,uniform,PoisFFT,"Ns | Ns",192,8,       0.002989
1,double,uniform,PoisFFT,"Ns | Ns",192,9,       0.003022
1,double,uniform,PoisFFT,"Ns | Ns",192,10,       0.002990
1,double,uniform,PoisFFT,"Ns | Ns",192,11,       0.003021
1,double,uniform,PoisFFT,"Ns | Ns",192,12,       0.002995
1,double,uniform,PoisFFT,"Ns | Ns",192,13,       0.003027
1,double,uniform,PoisFFT,"Ns | Ns",192,14,       0.003003
1,double,uniform,PoisFFT,"Ns | Ns",192,15,       0.019751
1,double,uniform,PoisFFT,"Ns | Ns",192,16,       0.003212
1,double,uniform,PoisFFT,"Ns | Ns",192,17,       0.003214
1,double,uniform,PoisFFT,"Ns | Ns",192,18,       0.003285
1,double,uniform,PoisFFT,"Ns | Ns",192,19,       0.003243
1,double,uniform,PoisFFT,"Ns | Ns",256,0,       0.004192
1,double,uniform,PoisFFT,"Ns | Ns",256,1,       0.003789
1,double,uniform,PoisFFT,"Ns | Ns",256,2,       0.003753
1,double,uniform,PoisFFT,"Ns | Ns",256,3,       0.003720
1,double,uniform,PoisFFT,"Ns | Ns",256,4,       0.003708
1,double,uniform,PoisFFT,"Ns | Ns",256,5,       0.003741
1,double,uniform,PoisFFT,"Ns | Ns",256,6,       0.003702
1,double,uniform,PoisFFT,"Ns | Ns",256,7,       0.003702
1,double,uniform,PoisFFT,"Ns | Ns",256,8,       0.003723
1,double,uniform,PoisFFT,"Ns | Ns",256,9,       0.003714
1,double,uniform,PoisFFT,"Ns | Ns",256,10,       0.003702
1,double,uniform,PoisFFT,"Ns | Ns",256,11,       0.003788
1,double,uniform,PoisFFT,"Ns | Ns",256,12,       0.005400
1,double,uniform,PoisFFT,"Ns | Ns",256,13,       0.004077
1,double,uniform,PoisFFT,"Ns | Ns",256,14,       0.004114
1,double,uniform,PoisFFT,"Ns | Ns",256,15,       0.004054
1,double,uniform,PoisFFT,"Ns | Ns",256,16,       0.004261
1,double,uniform,PoisFFT,"Ns | Ns",256,17,       0.004264
1,double,uniform,PoisFFT,"Ns | Ns",256,18,       0.020085
1,double,uniform,PoisFFT,"Ns | Ns",256,19,       0.004183
1,double,uniform,PoisFFT,"Ns | Ns",320,0,       0.005529
1,double,uniform,PoisFFT,"Ns | Ns",320,1,       0.004794
1,double,uniform,PoisFFT,"Ns | Ns",320,2,       0.004767
1,double,uniform,PoisFFT,"Ns | Ns",320,3,       0.004788
1,double,uniform,PoisFFT,"Ns | Ns",320,4,       0.004719
1,double,uniform,PoisFFT,"Ns | Ns",320,5,       0.004753
1,double,uniform,PoisFFT,"Ns | Ns",320,6,       0.004730
1,double,uniform,PoisFFT,"Ns | Ns",320,7,       0.004718
1,double,uniform,PoisFFT,"Ns | Ns",320,8,       0.004724
1,double,uniform,PoisFFT,"Ns | Ns",320,9,       0.004739
1,double,uniform,PoisFFT,"Ns | Ns",320,10,       0.021644
1,double,uniform,PoisFFT,"Ns | Ns",320,11,       0.005073
1,double,uniform,PoisFFT,"Ns | Ns",320,12,       0.005093
1,double,uniform,PoisFFT,"Ns | Ns",320,13,       0.005053
1,double,uniform,PoisFFT,"Ns | Ns",320,14,       0.005121
1,double,uniform,PoisFFT,"Ns | Ns",320,15,       0.005067
1,double,uniform,PoisFFT,"Ns | Ns",320,16,       0.005089
1,double,uniform,PoisFFT,"Ns | Ns",320,17,       0.005119
1,double,uniform,PoisFFT,"Ns | Ns",320,18,       0.005116
1,double,uniform,PoisFFT,"Ns | Ns",320,19,       0.005083
1,double,uniform,PoisFFT,"Ns | Ns",384,0,       0.006388
1,double,uniform,PoisFFT,"Ns | Ns",384,1,       0.005756
1,double,uniform,PoisFFT,"Ns | Ns",384,2,       0.005595
1,double,uniform,PoisFFT,"Ns | Ns",384,3,       0.005664
1,double,uniform,PoisFFT,"Ns | Ns",384,4,       0.005603
1,double,uniform,PoisFFT,"Ns | Ns",384,5,       0.005604
1,double,uniform,PoisFFT,"Ns | Ns",384,6,       0.005575
1,double,uniform,PoisFFT,"Ns | Ns",384,7,       0.005600
1,double,uniform,PoisFFT,"Ns | Ns",384,8,       0.005606
1,double,uniform,PoisFFT,"Ns | Ns",384,9,       0.005580
1,double,uniform,PoisFFT,"Ns | Ns",384,10,       0.006068
1,double,uniform,PoisFFT,"Ns | Ns",384,11,       0.006021
1,double,uniform,PoisFFT,"Ns | Ns",384,12,       0.006015
1,double,uniform,PoisFFT,"Ns | Ns",384,13,       0.006004
1,double,uniform,PoisFFT,"Ns | Ns",384,14,       0.005982
1,double,uniform,PoisFFT,"Ns | Ns",384,15,       0.006048
1,double,uniform,PoisFFT,"Ns | Ns",384,16,       0.005970
1,double,uniform,PoisFFT,"Ns | Ns",384,17,       0.005998
1,double,uniform,PoisFFT,"Ns | Ns",384,18,       0.006071
1,double,uniform,PoisFFT,"Ns | Ns",384,19,       0.005972
1,double,uniform,PoisFFT,"Ns | Ns",448,0,       0.007792
1,double,uniform,PoisFFT,"Ns | Ns",448,1,       0.007199
1,double,uniform,PoisFFT,"Ns | Ns",448,2,       0.007118
1,double,uniform,PoisFFT,"Ns | Ns",448,3,       0.007087
1,double,uniform,PoisFFT,"Ns | Ns",448,4,       0.007034
1,double,uniform,PoisFFT,"Ns | Ns",448,5,       0.007049
1,double,uniform,PoisFFT,"Ns | Ns",448,6,       0.007050
1,double,uniform,PoisFFT,"Ns | Ns",448,7,       0.007022
1,double,uniform,PoisFFT,"Ns | Ns",448,8,       0.007616
1,double,uniform,PoisFFT,"Ns | Ns",448,9,       0.007635
1,double,uniform,PoisFFT,"Ns | Ns",448,10,       0.007544
1,double,uniform,PoisFFT,"Ns | Ns",448,11,       0.007559
1,double,uniform,PoisFFT,"Ns | Ns",448,12,       0.007630
1,double,uniform,PoisFFT,"Ns | Ns",448,13,       0.007550
1,double,uniform,PoisFFT,"Ns | Ns",448,14,       0.007532
1,double,uniform,PoisFFT,"Ns | Ns",448,15,       0.007608
1,double,uniform,PoisFFT,"Ns | Ns",448,16,       0.007571
1,double,uniform,PoisFFT,"Ns | Ns",448,17,       0.007563
1,double,uniform,PoisFFT,"Ns | Ns",448,18,       0.007538
1,double,uniform,PoisFFT,"Ns | Ns",448,19,       0.007546
1,double,uniform,PoisFFT,"Ns | Ns",512,0,       0.008090
1,double,uniform,PoisFFT,"Ns | Ns",512,1,       0.007665
1,double,uniform,PoisFFT,"Ns | Ns",512,2,       0.007588
1,double,uniform,PoisFFT,"Ns | Ns",512,3,       0.007570
1,double,uniform,PoisFFT,"Ns | Ns",512,4,       0.010770
1,double,uniform,PoisFFT,"Ns | Ns",512,5,       0.008696
1,double,uniform,PoisFFT,"Ns | Ns",512,6,       0.008254
1,double,uniform,PoisFFT,"Ns | Ns",512,7,       0.008146
1,double,uniform,PoisFFT,"Ns | Ns",512,8,       0.008138
1,double,uniform,PoisFFT,"Ns | Ns",512,9,       0.008109
1,double,uniform,PoisFFT,"Ns | Ns",512,10,       0.008498
1,double,uniform,PoisFFT,"Ns | Ns",512,11,       0.008437
1,double,uniform,PoisFFT,"Ns | Ns",512,12,       0.008435
1,double,uniform,PoisFFT,"Ns | Ns",512,13,       0.008492
1,double,uniform,PoisFFT,"Ns | Ns",512,14,       0.008479
1,double,uniform,PoisFFT,"Ns | Ns",512,15,       0.008475
1,double,uniform,PoisFFT,"Ns | Ns",512,16,       0.008455
1,double,uniform,PoisFFT,"Ns | Ns",512,17,       0.008453
1,double,uniform,PoisFFT,"Ns | Ns",512,18,       0.008444
1,double,uniform,PoisFFT,"Ns | Ns",512,19,       0.008497
