dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.061321
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,1,       0.742915
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,2,       0.727816
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,3,       0.713214
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,4,       0.700875
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,5,       0.721428
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,6,       0.725882
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,7,       0.718290
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,8,       0.716799
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,9,       0.711378
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,10,       0.739836
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,11,       0.720128
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,12,       0.732581
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,13,       0.702692
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,14,       0.725703
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,15,       0.719811
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,16,       0.729471
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,17,       0.722823
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,18,       0.715204
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,19,       0.711114
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,0,       5.739427
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,1,       5.422286
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,2,       5.396407
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,3,       5.500141
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,4,       5.368478
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,5,       5.344013
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,6,       5.545714
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,7,       5.446170
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,8,       5.338827
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,9,       5.447213
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,10,       5.530846
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,11,       5.486092
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,12,       5.354098
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,13,       5.311826
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,14,       5.545951
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,15,       5.421420
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,16,       5.586777
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,17,       5.441961
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,18,       5.644647
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,19,       5.441576
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,0,      24.468398
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,1,      24.319389
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,2,      23.713371
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,3,      24.141093
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,4,      24.134332
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,5,      23.573303
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,6,      24.450909
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,7,      24.487119
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,8,      24.169983
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,9,      23.926523
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,10,      24.104800
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,11,      24.217646
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,12,      24.199660
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,13,      24.074600
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,14,      24.244896
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,15,      24.068924
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,16,      24.164802
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,17,      24.198990
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,18,      24.278278
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,19,      24.103706
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,0,      62.310995
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,1,      62.422492
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,2,      63.616263
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,3,      62.468179
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,4,      62.590695
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,5,      62.122716
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,6,      62.621257
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,7,      62.431850
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,8,      62.154434
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,9,      63.031362
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,10,      62.171834
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,11,      62.257374
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,12,      62.604920
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,13,      62.890692
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,14,      62.252914
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,15,      62.386776
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,16,      62.698537
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,17,      63.033199
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,18,      62.499598
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,19,      62.849734
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,0,     121.913026
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,1,     122.001199
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,2,     123.065224
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,3,     124.153065
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,4,     122.537575
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,5,     122.975821
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,6,     122.417839
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,7,     122.097714
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,8,     122.000399
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,9,     122.863331
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,10,     122.033717
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,11,     122.375459
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,12,     122.733641
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,13,     122.044250
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,14,     122.907537
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,15,     124.231492
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,16,     123.195680
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,17,     122.433376
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,18,     123.150375
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,19,     121.664485
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,0,     218.598806
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,1,     217.948515
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,2,     218.735475
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,3,     218.722528
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,4,     218.643830
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,5,     223.111044
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,6,     219.081385
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,7,     217.985979
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,8,     219.066051
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,9,     220.328223
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,10,     218.854024
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,11,     218.306913
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,12,     217.949234
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,13,     219.963493
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,14,     217.409611
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,15,     219.812948
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,16,     218.249977
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,17,     218.166576
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,18,     221.675313
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,19,     220.186714
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,0,     399.949246
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,1,     403.216427
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,2,     410.116370
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,3,     406.770323
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,4,     401.174648
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,5,     402.194777
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,6,     403.510019
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,7,     401.799208
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,8,     398.241545
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,9,     397.980104
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,10,     400.924202
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,11,     401.442490
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,12,     402.266373
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,13,     397.429260
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,14,     400.475992
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,15,     402.016465
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,16,     402.161237
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,17,     404.308583
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,18,     402.498455
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,19,     400.648857
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,0,     694.921005
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,1,     688.198552
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,2,     697.293300
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,3,     692.967754
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,4,     697.055837
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,5,     691.824700
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,6,     687.562191
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,7,     688.176679
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,8,     699.634995
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,9,     688.894413
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,10,     687.447561
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,11,     686.204122
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,12,     692.283592
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,13,     686.385204
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,14,     689.208235
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,15,     689.824051
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,16,     692.398465
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,17,     686.730485
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,18,     683.835821
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,19,     691.788376
