dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,0,       1.346969
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,5,     535.395999
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,6,     531.540149
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,7,     550.754160
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,8,     539.190777
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,9,     546.918586
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,10,     532.896376
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,11,     535.449087
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,12,     539.533123
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,13,     526.682774
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,14,     539.905321
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,15,     540.417730
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,16,     529.528171
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,17,     544.406905
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,18,     527.864143
3,double,uniform,PoisFFT,"P | P | P | P | D | N",384,19,     541.461355
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,0,     805.634852
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,1,     804.460236
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,2,     799.899966
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,3,     797.015774
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,4,     798.821470
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,5,     802.776292
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,6,     806.499183
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,7,     804.949566
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,8,     804.481183
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,9,     800.738806
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,10,     801.897879
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,11,     805.563610
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,12,     802.443682
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,13,     809.401827
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,14,     808.084878
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,15,     807.630925
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,16,     813.083175
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,17,     797.892495
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,18,     801.390574
3,double,uniform,PoisFFT,"P | P | P | P | D | N",448,19,     808.206418
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,0,    1901.532624
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,1,    1925.462384
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,2,    1896.065811
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,3,    1936.914498
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,4,    1936.347671
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,5,    1933.850175
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,6,    1894.987802
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,7,    1919.871724
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,8,    1870.663529
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,9,    1896.747892
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,10,    1944.532751
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,11,    1903.300198
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,12,    1944.833260
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,13,    1964.211550
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,14,    1892.390743
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,15,    1900.461088
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,16,    1890.148238
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,17,    1951.102515
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,18,    1943.764209
3,double,uniform,PoisFFT,"P | P | P | P | D | N",512,19,    1950.530288
