dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       1.351770
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,     149.189834
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,     150.603551
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,     157.805731
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,     150.038912
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,     152.612393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,     152.960659
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,     148.120917
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,     151.423441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,     152.367483
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,     152.071991
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,     153.863827
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,     150.693977
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,     155.102285
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,     153.124952
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,     149.574828
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,     154.594825
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,     147.424544
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,     198.542598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,     196.834895
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,     198.235752
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,     198.822291
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,     193.141815
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,     196.005045
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,     196.462490
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,     195.869989
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,     195.282430
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,     191.501768
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,     192.946592
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,     197.197396
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,     195.703665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,     191.785888
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,     192.297571
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,     193.530256
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,     194.074448
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,     191.347769
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,     192.134516
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,     194.633750
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,     555.695645
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,     553.769567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,     551.496245
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,     561.000288
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,     564.053832
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,     568.225531
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,     555.782144
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,     558.060826
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,     563.768415
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,     535.419045
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,     549.516360
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,     557.800566
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,     565.008573
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,     564.918173
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,     550.234546
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,     568.776326
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,     554.245185
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,     558.636277
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,     560.710530
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,     554.845846
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     802.360668
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     803.522744
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     800.096485
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     799.139453
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     800.290884
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     795.124677
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     809.302210
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     803.494217
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     806.223460
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     799.370598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     805.481052
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     801.491484
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     802.976771
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     803.864255
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     799.427103
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     804.243647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     807.024056
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     813.989034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     804.329674
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     817.796023
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,    1845.816090
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,    1875.115480
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,    1866.280459
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,    1869.632960
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,    1861.291963
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,    1882.509246
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,    1863.603102
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,    1879.033871
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,    1855.901824
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,    1887.264832
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,    1885.332567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,    1877.746322
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,    1854.756426
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,    1885.760840
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,    1871.129721
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,    1879.754052
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,    1875.827250
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,    1880.938197
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,    1879.904990
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,    1889.057374
