dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",64,0,       1.641009
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,8,       8.505858
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,9,       8.820303
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,10,       8.476212
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,11,       8.575347
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,12,       9.461114
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,13,       8.768242
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,14,       8.777071
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,15,       8.748376
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,16,       8.443865
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,17,       8.549167
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,18,       8.853794
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",128,19,       8.914409
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,0,      44.153239
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,1,      44.247048
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,2,      44.396482
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,3,      44.142854
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,4,      44.741023
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,5,      45.150531
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,6,      43.998743
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,7,      44.103639
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,8,      44.492372
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,9,      44.095063
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,10,      44.394291
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,11,      44.862679
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,12,      44.001497
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,13,      44.061884
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,14,      44.371753
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,15,      44.131386
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,16,      44.117854
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,17,      43.841018
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,18,      44.088921
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",192,19,      44.045104
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,0,     115.080113
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,1,     116.348758
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,2,     117.389137
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,3,     116.398621
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,4,     119.543657
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,5,     115.636440
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,6,     115.810666
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,7,     119.676953
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,8,     116.328455
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,9,     119.996653
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,10,     116.847384
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,11,     115.739298
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,12,     119.474306
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,13,     119.329179
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,14,     117.477020
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,15,     117.213016
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,16,     118.271794
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,17,     118.073543
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,18,     119.226959
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",256,19,     119.635728
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,0,     246.323361
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,1,     250.278952
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,2,     246.683104
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,3,     245.632756
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,4,     246.522318
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,5,     247.040510
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,6,     246.022991
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,7,     246.082545
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,8,     246.318102
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,9,     246.209945
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,10,     249.137394
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,11,     247.394036
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,12,     246.546053
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,13,     246.133316
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,14,     247.056427
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,15,     246.163017
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,16,     246.072584
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,17,     245.568782
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,18,     246.817285
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",320,19,     246.261198
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,0,     468.774891
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,1,     469.291456
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,2,     467.900075
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,3,     469.434631
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,4,     467.599257
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,5,     467.252135
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,6,     467.216204
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,7,     466.787696
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,8,     468.381420
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,9,     466.913686
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,10,     469.128732
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,11,     467.802032
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,12,     467.555644
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,13,     467.384465
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,14,     467.310837
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,15,     469.090143
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,16,     467.836374
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,17,     473.879730
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,18,     466.661017
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",384,19,     467.253723
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,0,     755.186979
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,1,     763.122101
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,2,     763.184564
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,3,     754.555783
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,4,     761.071931
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,5,     753.165268
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,6,     754.476914
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,7,     755.991108
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,8,     753.983756
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,9,     754.946582
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,10,     763.920586
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,11,     754.414587
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,12,     756.023403
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,13,     753.623468
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,14,     755.493834
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,15,     756.532688
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,16,     754.573456
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,17,     754.907238
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,18,     755.104686
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",448,19,     756.620934
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,0,    1249.328329
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,1,    1216.810790
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,2,    1230.523170
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,3,    1227.559815
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,4,    1224.419522
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,5,    1226.620757
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,6,    1224.109540
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,7,    1227.880247
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,8,    1230.640319
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,9,    1217.716357
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,10,    1235.184221
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,11,    1255.828235
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,12,    1213.870218
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,13,    1221.843511
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,14,    1252.011162
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,15,    1228.538416
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,16,    1218.226691
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,17,    1226.816923
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,18,    1230.405423
3,double,uniform,PoisFFT,"Ns | Ns | P | P | P | P",512,19,    1232.765707
