dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"N | D",64,0,       0.002913
1,double,uniform,PoisFFT,"N | D",512,6,       0.007389
1,double,uniform,PoisFFT,"N | D",512,7,       0.024282
1,double,uniform,PoisFFT,"N | D",512,8,       0.007900
1,double,uniform,PoisFFT,"N | D",512,9,       0.007883
1,double,uniform,PoisFFT,"N | D",512,10,       0.007945
1,double,uniform,PoisFFT,"N | D",512,11,       0.008466
1,double,uniform,PoisFFT,"N | D",512,12,       0.007882
1,double,uniform,PoisFFT,"N | D",512,13,       0.007901
1,double,uniform,PoisFFT,"N | D",512,14,       0.007874
1,double,uniform,PoisFFT,"N | D",512,15,       0.007893
1,double,uniform,PoisFFT,"N | D",512,16,       0.007912
1,double,uniform,PoisFFT,"N | D",512,17,       0.007901
1,double,uniform,PoisFFT,"N | D",512,18,       0.007917
1,double,uniform,PoisFFT,"N | D",512,19,       0.007859
