dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       2.988184
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,1,       2.744028
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,2,       2.697664
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,3,       2.681768
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,4,       2.646142
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,5,       2.656841
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,6,       2.673532
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,7,       2.761151
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,8,       2.752872
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,9,       2.767540
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,10,       2.793053
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,11,       2.739121
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,12,       2.747561
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,13,       2.754683
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,14,       2.715114
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,15,       2.709014
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,16,       2.692920
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,17,       2.718785
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,18,       2.792198
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,19,       2.741433
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,0,      44.159768
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,1,      43.702793
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,2,      43.610684
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,3,      43.864901
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,4,      43.612550
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,5,      43.869888
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,6,      45.834806
