dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       2.104583
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,14,       6.784012
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,15,       4.847836
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,16,       4.967960
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,17,       4.950336
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,18,       4.944359
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,19,       4.973878
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,0,      26.278228
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,1,      26.976786
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,2,      25.183392
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,3,      25.386838
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,4,      25.075678
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,5,      24.625208
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,6,      24.388019
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,7,      24.632829
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,8,      24.391004
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,9,      24.335747
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,10,      24.339585
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,11,      33.596538
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,12,      38.076270
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,13,      40.571611
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,14,      38.469858
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,15,      39.990440
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,16,      28.847075
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,17,      22.706076
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,18,      22.488540
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",192,19,      22.664189
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,0,      85.228385
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,1,      84.203681
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,2,      83.468372
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,3,      83.542614
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,4,      85.816707
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,5,      81.976136
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,6,      86.315394
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,7,      85.164897
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,8,      83.095676
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,9,      85.717100
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,10,      80.878644
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,11,      80.443855
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,12,      80.384300
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,13,      81.092882
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,14,      84.429200
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,15,      79.300173
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,16,      80.022439
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,17,      85.565068
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,18,      81.065631
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",256,19,      84.452740
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,0,     158.877928
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,1,     160.062305
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,2,     153.281711
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,3,     155.372661
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,4,     159.659510
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,5,     143.348166
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,6,     144.444152
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,7,     148.301358
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,8,     142.616198
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,9,     143.352357
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,10,     152.003525
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,11,     148.352963
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,12,     146.155773
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,13,     141.298362
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,14,     150.521304
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,15,     161.044853
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,16,     145.842410
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,17,     144.922122
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,18,     141.732192
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",320,19,     145.158215
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,0,     377.748421
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,1,     332.491279
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,2,     328.069875
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,3,     295.310383
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,4,     294.198638
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,5,     297.130518
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,6,     301.393418
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,7,     315.538077
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,8,     297.721514
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,9,     299.413841
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,10,     297.935663
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,11,     296.672227
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,12,     299.112769
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,13,     299.580057
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,14,     286.161938
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,15,     288.028969
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,16,     284.222953
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,17,     288.840019
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,18,     334.142362
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",384,19,     293.043862
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,0,     551.064344
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,1,     541.616464
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,2,     545.681856
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,3,     478.271813
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,4,     472.127359
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,5,     461.825345
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,6,     448.370332
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,7,     449.793177
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,8,     431.050494
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,9,     426.924903
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,10,     433.744122
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,11,     426.985529
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,12,     430.836988
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,13,     425.562114
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,14,     428.540742
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,15,     430.600812
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,16,     419.976020
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,17,     424.619475
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,18,     411.551467
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",448,19,     418.761145
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,0,    1049.663761
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,1,    1032.307825
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,2,     977.371744
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,3,     901.521357
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,4,     896.416302
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,5,     910.123300
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,6,     873.826164
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,7,     880.385134
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,8,     879.015283
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,9,     842.009396
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,10,     834.479864
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,11,     822.924286
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,12,     822.602624
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,13,     833.677901
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,14,     817.540807
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,15,     811.435092
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,16,     804.025162
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,17,     823.381766
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,18,     795.526554
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",512,19,     790.189604
