dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,      15.494954
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,7,     177.644797
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,8,     173.093105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,9,     174.072875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,10,     175.169712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,11,     174.572329
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,12,     174.358556
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,13,     175.360156
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,14,     176.251315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,15,     176.912260
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,16,     173.602249
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,17,     173.352675
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,18,     176.900647
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,19,     177.742782
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,0,     209.841028
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,1,     210.858106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,2,     208.194871
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,3,     209.124241
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,4,     205.817106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,5,     206.346606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,6,     210.598146
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,7,     208.568654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,8,     207.722526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,9,     205.248667
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,10,     209.426680
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,11,     209.289116
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,12,     204.901851
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,13,     205.913181
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,14,     206.844064
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,15,     205.969539
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,16,     207.637925
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,17,     209.475254
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,18,     204.285498
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,19,     204.563444
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,0,     566.123413
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,1,     569.339979
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,2,     571.701494
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,3,     569.654480
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,4,     557.705795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,5,     555.252906
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,6,     560.458907
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,7,     557.049316
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,8,     563.206017
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,9,     575.148590
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,10,     562.466337
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,11,     548.870229
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,12,     566.000005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,13,     563.982590
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,14,     554.872273
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,15,     562.576400
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,16,     555.421990
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,17,     568.207546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,18,     558.403262
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,19,     569.268159
