dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.059719
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,15,       0.264406
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,16,       0.264298
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,17,       0.264293
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,18,       0.269848
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,19,       0.250521
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,0,       0.895887
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,1,       0.894117
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,2,       0.892644
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,3,       0.893556
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,4,       0.893572
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,5,       0.893011
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,6,       0.892335
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,7,       0.893400
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,8,       0.893153
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,9,       0.892806
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,10,       0.893621
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,11,       0.892370
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,12,       0.892901
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,13,       0.891766
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,14,       0.892902
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,15,       0.987731
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,16,       0.994301
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,17,       0.957944
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,18,       0.959583
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",192,19,       0.959385
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,0,       1.602985
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,1,       1.618111
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,2,       1.619154
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,3,       1.614096
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,4,       1.767283
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,5,       1.725765
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,6,       1.674735
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,7,       1.685434
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,8,       1.724827
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,9,       1.668829
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,10,       1.620220
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,11,       1.617718
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,12,       1.618598
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,13,       1.614529
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,14,       1.684355
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,15,       1.628417
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,16,       1.621501
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,17,       1.619504
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,18,       1.617993
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",256,19,       1.616510
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,0,       1.913891
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,1,       1.908824
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,2,       1.910318
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,3,       1.911389
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,4,       1.910379
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,5,       1.910804
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,6,       1.910947
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,7,       1.911058
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,8,       1.909979
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,9,       1.911481
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,10,       1.909586
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,11,       1.909848
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,12,       1.909898
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,13,       1.910517
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,14,       1.978176
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,15,       1.905162
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,16,       1.977677
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,17,       1.909927
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,18,       1.910388
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",320,19,       1.909137
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,0,       2.772032
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,1,       2.766020
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,2,       2.763419
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,3,       2.851723
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,4,       2.762959
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,5,       2.761558
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,6,       2.764224
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,7,       2.757251
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,8,       2.759746
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,9,       2.793734
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,10,       2.871295
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,11,       2.765940
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,12,       2.761030
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,13,       2.761745
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,14,       2.854156
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,15,       2.911878
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,16,       2.773383
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,17,       2.761523
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,18,       2.763735
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",384,19,       2.761835
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,0,       5.560601
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,1,       5.558549
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,2,       5.554439
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,3,       5.548195
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,4,       5.585576
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,5,       5.597595
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,6,       5.558811
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,7,       5.560442
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,8,       5.560317
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,9,       5.562589
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,10,       5.561118
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,11,       5.561482
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,12,       5.568129
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,13,       5.558783
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,14,       5.562088
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,15,       5.563825
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,16,       5.562458
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,17,       5.561646
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,18,       5.564392
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",448,19,       5.558110
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,0,       5.315787
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,1,       5.311275
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,2,       5.261333
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,3,       5.263532
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,4,       5.262934
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,5,       5.265741
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,6,       5.262704
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,7,       5.259098
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,8,       5.268480
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,9,       5.273022
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,10,       5.269985
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,11,       5.269354
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,12,       5.269208
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,13,       5.263452
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,14,       5.268572
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,15,       5.317707
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,16,       5.267168
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,17,       5.266691
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,18,       5.265717
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",512,19,       5.267047
