dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,0,       0.059719
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,1,       0.053160
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,2,       0.053109
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,3,       0.062602
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,4,       0.050617
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,5,       0.050193
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,6,       0.050100
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,7,       0.050032
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,8,       0.050173
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,9,       0.050185
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,10,       0.049932
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,11,       0.050459
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,12,       0.050109
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,13,       0.050437
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,14,       0.050105
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,15,       0.052875
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,16,       0.050210
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,17,       0.050182
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,18,       0.049993
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",64,19,       0.050358
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,0,       0.266690
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,1,       0.267825
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,2,       0.264622
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,3,       0.264356
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,4,       0.267091
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,5,       0.264098
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,6,       0.264104
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,7,       0.267214
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,8,       0.263421
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,9,       0.250829
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,10,       0.250590
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,11,       0.252926
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,12,       0.250771
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,13,       0.250876
2,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns",128,14,       0.272424
