dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,0,       0.059875
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,1,       0.055721
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,2,       0.055468
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,3,       0.055655
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,4,       0.055520
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,5,       0.055570
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,6,       0.055740
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,7,       0.055603
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,8,       0.055565
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,9,       0.055612
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,10,       0.058681
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,11,       0.055624
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,12,       0.055604
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,13,       0.065565
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,14,       0.054003
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,15,       0.053939
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,16,       0.053939
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,17,       0.053972
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,18,       0.054005
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",64,19,       0.054017
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,0,       0.254539
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,1,       0.252791
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,2,       0.255041
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,3,       0.252390
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,4,       0.252307
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,5,       0.299996
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,6,       0.364905
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,7,       0.355262
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,8,       0.369119
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,9,       0.364860
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,10,       0.357471
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,11,       0.356867
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,12,       0.337120
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,13,       0.342461
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,14,       0.344390
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,15,       0.360017
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,16,       0.362421
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,17,       0.365494
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,18,       0.364795
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",128,19,       0.339173
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,0,       0.907308
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,1,       0.905313
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,2,       0.904330
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,3,       0.904482
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,4,       0.905184
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,5,       0.903857
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,6,       0.905080
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,7,       0.903132
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,8,       0.904068
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,9,       0.904309
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,10,       0.903611
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,11,       0.904706
2,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds",192,12,       0.904028
