dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       1.789714
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,1,       1.336800
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,2,       1.371553
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,3,       1.371493
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,4,       1.333174
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,5,       1.353891
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,6,       1.368936
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,7,       1.338114
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,8,       1.381959
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,9,       1.376821
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,10,       1.374775
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,11,       1.366646
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,12,       1.362457
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,13,       1.369790
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,14,       1.367583
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,15,       1.357877
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,16,       1.359281
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,17,       1.371623
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,18,       1.358567
3,float,uniform,PoisFFT,"D | D | D | D | D | D",64,19,       1.368764
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,0,      19.787231
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,1,      19.618404
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,2,      19.551528
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,3,      19.588120
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,4,      19.619031
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,5,      81.141593
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,6,      81.330953
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,7,      63.792604
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,8,      19.545039
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,9,      19.597866
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,10,      19.603915
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,11,      19.597632
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,12,      19.566409
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,13,      19.551530
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,14,      80.479481
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,15,      19.486562
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,16,      19.546613
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,17,      19.534248
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,18,      19.576514
3,float,uniform,PoisFFT,"D | D | D | D | D | D",128,19,      19.528007
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,0,     128.596881
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,1,     127.464742
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,2,     127.503067
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,3,     127.409784
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,4,     127.501575
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,5,     127.543447
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,6,     127.489203
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,7,     127.415455
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,8,     127.565576
3,float,uniform,PoisFFT,"D | D | D | D | D | D",192,9,     127.509713
