dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.957622
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.642727
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.612793
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.642644
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.650457
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.636594
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.612635
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.623410
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.636724
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.636357
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.610795
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.617029
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.634359
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.639805
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.630412
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.634025
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.622494
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.630402
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.625596
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.652630
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,0,       4.931083
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,1,       4.653996
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,2,       4.558937
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,3,       4.565260
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,4,       4.439512
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,5,       4.668967
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,6,       4.427151
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,7,       4.504897
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,8,       4.571471
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,9,       4.657423
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,10,       4.635981
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,11,       4.548668
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",128,12,       4.522489
