dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,      19.956130
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,      16.027357
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,      16.254412
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,      15.798520
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,      16.198268
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,      16.131641
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,      16.165104
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,      70.998031
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,      71.915393
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,      71.206561
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,      73.824964
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,      70.453473
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,      59.296276
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,      59.310579
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,      60.106644
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,      61.678445
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,      60.795694
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,      61.125030
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,      61.027572
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,      60.140496
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,      60.438047
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,      60.237018
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,      60.682485
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,      60.351340
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,      70.267686
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,      80.729147
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,      61.339999
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,      82.676949
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,      85.611882
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,      92.461721
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,      81.795762
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,      81.510366
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,      81.298441
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,      81.092017
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,      87.185378
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,      87.478815
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,      81.002140
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,      82.376803
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,      82.217717
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,      82.777651
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,      86.856859
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,      80.156454
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,      80.974934
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,      80.859877
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,      82.267448
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,      87.345328
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,      94.209648
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,     288.276498
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,     278.717889
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,     278.670237
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,     282.554521
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,     276.383126
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,     279.592660
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,     273.676271
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,     278.807041
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,     274.055719
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,     278.799355
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,     281.212813
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,     275.923368
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,     278.756364
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,     283.076906
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,     270.833715
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,     271.271450
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,     285.601422
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,     267.035514
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,     270.268774
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,     277.484295
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,     312.088953
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,     313.851467
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,     319.696845
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,     310.286995
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,     311.530120
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,     332.057042
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,     300.517173
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,     298.439708
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,     306.450194
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,     300.392913
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,     302.672810
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,     303.848310
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,     302.212407
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,     310.282956
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,     302.843525
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,     301.727131
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,     308.124968
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,     302.358656
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,     296.540415
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,     297.029534
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,     959.026966
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,     950.375247
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,     931.954194
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,     944.452551
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,     956.036661
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,     937.678770
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,     965.802531
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,     936.908760
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,     909.984537
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,     911.284110
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,     902.819352
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,     895.493064
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,     892.833953
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,     862.055664
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,     851.053412
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,     869.421017
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,     854.790736
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,     856.287861
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,     842.373211
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,     855.159481
