dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       2.428779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,9,       4.731207
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,10,       4.698775
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,11,       4.692517
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,12,       4.719838
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,13,       4.723305
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,14,       4.726112
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,15,       4.728490
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,16,       4.663869
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,17,       4.696468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,18,       4.716616
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,19,       4.669998
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,0,      21.227090
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,1,      20.807315
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,2,      20.619943
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,3,      20.382440
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,4,      20.697827
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,5,      20.500928
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,6,      20.919730
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,7,      21.095032
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,8,      20.642555
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,9,      20.654736
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,10,      21.047527
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,11,      20.595283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,12,      20.456367
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,13,      20.498702
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,14,      20.728474
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,15,      20.535961
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,16,      20.491575
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,17,      20.533588
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,18,      20.377948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",192,19,      20.304721
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,0,      63.627259
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,1,      64.810607
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,2,      63.744435
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,3,      62.325363
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,4,      62.772818
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,5,      63.996313
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,6,      64.538196
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,7,      62.653289
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,8,      63.313318
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,9,      63.533473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,10,      66.493840
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,11,      64.304456
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,12,      63.565971
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,13,      64.349804
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,14,      64.486851
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,15,      62.767609
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,16,      63.468610
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,17,      64.421597
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,18,      63.364389
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",256,19,      63.611555
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,0,      85.652731
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,1,      85.286086
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,2,     107.067849
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,3,      97.807011
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,4,      84.662249
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,5,      89.968850
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,6,      89.342779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,7,      83.479452
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,8,      83.243265
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,9,      85.209860
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,10,      84.666307
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,11,      84.806511
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,12,      84.118301
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,13,      84.500735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,14,      84.586123
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,15,      84.329545
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,16,      84.010605
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,17,      84.376071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,18,      84.009608
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",320,19,      84.510911
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,0,     246.524922
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,1,     253.128493
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,2,     253.804616
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,3,     249.763197
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,4,     252.430717
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,5,     242.072570
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,6,     247.316622
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,7,     266.323370
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,8,     235.132157
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,9,     232.941289
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,10,     240.097116
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,11,     232.221631
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,12,     230.658687
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,13,     234.443283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,14,     233.444938
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,15,     230.889352
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,16,     234.338255
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,17,     231.976092
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,18,     231.847926
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",384,19,     230.195884
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,0,     343.447160
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,1,     346.555316
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,2,     351.992962
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,3,     343.320402
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,4,     353.953459
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,5,     346.419887
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,6,     335.652899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,7,     334.727310
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,8,     332.379811
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,9,     337.293089
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,10,     332.748754
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,11,     341.693508
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,12,     334.062969
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,13,     341.574489
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,14,     338.841234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,15,     332.974779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,16,     339.334377
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,17,     337.164067
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,18,     335.059676
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",448,19,     335.119342
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,0,     708.749532
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,1,     728.817362
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,2,     704.757863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,3,     727.680214
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,4,     723.393464
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,5,     753.990440
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,6,     740.973648
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,7,     762.506093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,8,     714.782923
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,9,     721.419143
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,10,     702.637962
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,11,     709.823554
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,12,     711.940273
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,13,     699.851266
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,14,     698.614064
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,15,     709.869604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,16,     705.916799
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,17,     717.057027
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,18,     697.479886
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",512,19,     690.554118
