dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,0,       2.428779
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,1,       0.589013
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,2,       0.602118
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,3,       0.568700
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,4,       0.573027
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,5,       0.560421
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,6,       0.568582
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,7,       0.587281
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,8,       0.585434
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,9,       0.563653
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,10,       0.600757
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,11,       0.596534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,12,       0.559542
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,13,       0.572205
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,14,       0.578062
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,15,       0.573611
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,16,       0.577442
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,17,       0.584456
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,18,       0.586959
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",64,19,       0.578080
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,0,       5.709113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,1,       4.736789
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,2,       4.701598
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,3,       4.742475
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,4,       4.753912
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,5,       4.707530
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,6,       4.700493
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,7,       4.686408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",128,8,       4.755379
