dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"N | N",64,0,       0.002093
1,double,uniform,PoisFFT,"N | N",64,1,       0.001763
1,double,uniform,PoisFFT,"N | N",64,2,       0.001635
1,double,uniform,PoisFFT,"N | N",64,3,       0.001579
1,double,uniform,PoisFFT,"N | N",64,4,       0.001564
1,double,uniform,PoisFFT,"N | N",64,5,       0.001553
1,double,uniform,PoisFFT,"N | N",64,6,       0.001563
1,double,uniform,PoisFFT,"N | N",64,7,       0.001569
1,double,uniform,PoisFFT,"N | N",64,8,       0.001569
1,double,uniform,PoisFFT,"N | N",64,9,       0.001576
1,double,uniform,PoisFFT,"N | N",64,10,       0.001579
1,double,uniform,PoisFFT,"N | N",64,11,       0.001584
1,double,uniform,PoisFFT,"N | N",64,12,       0.001569
1,double,uniform,PoisFFT,"N | N",64,13,       0.001577
1,double,uniform,PoisFFT,"N | N",64,14,       0.001557
1,double,uniform,PoisFFT,"N | N",64,15,       0.001566
1,double,uniform,PoisFFT,"N | N",64,16,       0.001559
1,double,uniform,PoisFFT,"N | N",64,17,       0.001570
1,double,uniform,PoisFFT,"N | N",64,18,       0.001766
1,double,uniform,PoisFFT,"N | N",64,19,       0.001696
1,double,uniform,PoisFFT,"N | N",128,0,       0.018747
1,double,uniform,PoisFFT,"N | N",128,1,       0.018297
1,double,uniform,PoisFFT,"N | N",128,2,       0.018221
1,double,uniform,PoisFFT,"N | N",128,3,       0.018302
1,double,uniform,PoisFFT,"N | N",128,4,       0.018216
1,double,uniform,PoisFFT,"N | N",128,5,       0.035806
1,double,uniform,PoisFFT,"N | N",128,6,       0.019514
1,double,uniform,PoisFFT,"N | N",128,7,       0.019522
1,double,uniform,PoisFFT,"N | N",128,8,       0.019546
1,double,uniform,PoisFFT,"N | N",128,9,       0.019540
1,double,uniform,PoisFFT,"N | N",128,10,       0.019515
1,double,uniform,PoisFFT,"N | N",128,11,       0.019568
1,double,uniform,PoisFFT,"N | N",128,12,       0.019525
1,double,uniform,PoisFFT,"N | N",128,13,       0.019535
1,double,uniform,PoisFFT,"N | N",128,14,       0.019528
1,double,uniform,PoisFFT,"N | N",128,15,       0.019513
1,double,uniform,PoisFFT,"N | N",128,16,       0.019549
1,double,uniform,PoisFFT,"N | N",128,17,       0.019527
1,double,uniform,PoisFFT,"N | N",128,18,       0.019523
1,double,uniform,PoisFFT,"N | N",128,19,       0.019516
1,double,uniform,PoisFFT,"N | N",192,0,       0.041390
1,double,uniform,PoisFFT,"N | N",192,1,       0.040220
1,double,uniform,PoisFFT,"N | N",192,2,       0.058385
1,double,uniform,PoisFFT,"N | N",192,3,       0.044189
1,double,uniform,PoisFFT,"N | N",192,4,       0.049656
1,double,uniform,PoisFFT,"N | N",192,5,       0.031221
1,double,uniform,PoisFFT,"N | N",192,6,       0.031248
1,double,uniform,PoisFFT,"N | N",192,7,       0.031175
1,double,uniform,PoisFFT,"N | N",192,8,       0.031226
1,double,uniform,PoisFFT,"N | N",192,9,       0.031222
1,double,uniform,PoisFFT,"N | N",192,10,       0.031222
1,double,uniform,PoisFFT,"N | N",192,11,       0.031226
1,double,uniform,PoisFFT,"N | N",192,12,       0.031217
1,double,uniform,PoisFFT,"N | N",192,13,       0.031161
1,double,uniform,PoisFFT,"N | N",192,14,       0.031154
1,double,uniform,PoisFFT,"N | N",192,15,       0.031229
1,double,uniform,PoisFFT,"N | N",192,16,       0.031158
1,double,uniform,PoisFFT,"N | N",192,17,       0.031216
1,double,uniform,PoisFFT,"N | N",192,18,       0.035630
1,double,uniform,PoisFFT,"N | N",192,19,       0.031362
1,double,uniform,PoisFFT,"N | N",256,0,       0.009925
1,double,uniform,PoisFFT,"N | N",256,1,       0.009527
1,double,uniform,PoisFFT,"N | N",256,2,       0.009458
1,double,uniform,PoisFFT,"N | N",256,3,       0.009444
1,double,uniform,PoisFFT,"N | N",256,4,       0.009428
1,double,uniform,PoisFFT,"N | N",256,5,       0.009393
1,double,uniform,PoisFFT,"N | N",256,6,       0.009424
1,double,uniform,PoisFFT,"N | N",256,7,       0.009452
1,double,uniform,PoisFFT,"N | N",256,8,       0.009413
1,double,uniform,PoisFFT,"N | N",256,9,       0.009413
1,double,uniform,PoisFFT,"N | N",256,10,       0.009403
1,double,uniform,PoisFFT,"N | N",256,11,       0.009412
1,double,uniform,PoisFFT,"N | N",256,12,       0.009397
1,double,uniform,PoisFFT,"N | N",256,13,       0.012102
1,double,uniform,PoisFFT,"N | N",256,14,       0.009475
1,double,uniform,PoisFFT,"N | N",256,15,       0.011242
1,double,uniform,PoisFFT,"N | N",256,16,       0.008862
1,double,uniform,PoisFFT,"N | N",256,17,       0.008819
1,double,uniform,PoisFFT,"N | N",256,18,       0.011014
1,double,uniform,PoisFFT,"N | N",256,19,       0.010920
1,double,uniform,PoisFFT,"N | N",320,0,       0.015826
1,double,uniform,PoisFFT,"N | N",320,1,       0.029558
1,double,uniform,PoisFFT,"N | N",320,2,       0.013263
1,double,uniform,PoisFFT,"N | N",320,3,       0.013276
1,double,uniform,PoisFFT,"N | N",320,4,       0.013257
1,double,uniform,PoisFFT,"N | N",320,5,       0.013303
1,double,uniform,PoisFFT,"N | N",320,6,       0.013281
1,double,uniform,PoisFFT,"N | N",320,7,       0.013280
1,double,uniform,PoisFFT,"N | N",320,8,       0.013286
1,double,uniform,PoisFFT,"N | N",320,9,       0.013287
1,double,uniform,PoisFFT,"N | N",320,10,       0.016049
1,double,uniform,PoisFFT,"N | N",320,11,       0.013247
1,double,uniform,PoisFFT,"N | N",320,12,       0.013290
1,double,uniform,PoisFFT,"N | N",320,13,       0.013282
1,double,uniform,PoisFFT,"N | N",320,14,       0.013244
1,double,uniform,PoisFFT,"N | N",320,15,       0.013241
1,double,uniform,PoisFFT,"N | N",320,16,       0.013257
1,double,uniform,PoisFFT,"N | N",320,17,       0.013213
1,double,uniform,PoisFFT,"N | N",320,18,       0.013250
1,double,uniform,PoisFFT,"N | N",320,19,       0.013252
1,double,uniform,PoisFFT,"N | N",384,0,       0.065862
1,double,uniform,PoisFFT,"N | N",384,1,       0.080314
1,double,uniform,PoisFFT,"N | N",384,2,       0.067046
1,double,uniform,PoisFFT,"N | N",384,3,       0.067014
1,double,uniform,PoisFFT,"N | N",384,4,       0.071334
1,double,uniform,PoisFFT,"N | N",384,5,       0.067152
1,double,uniform,PoisFFT,"N | N",384,6,       0.067069
1,double,uniform,PoisFFT,"N | N",384,7,       0.067027
1,double,uniform,PoisFFT,"N | N",384,8,       0.067133
1,double,uniform,PoisFFT,"N | N",384,9,       0.067001
1,double,uniform,PoisFFT,"N | N",384,10,       0.067089
1,double,uniform,PoisFFT,"N | N",384,11,       0.067041
1,double,uniform,PoisFFT,"N | N",384,12,       0.067028
1,double,uniform,PoisFFT,"N | N",384,13,       0.066962
1,double,uniform,PoisFFT,"N | N",384,14,       0.067008
1,double,uniform,PoisFFT,"N | N",384,15,       0.067031
1,double,uniform,PoisFFT,"N | N",384,16,       0.066991
1,double,uniform,PoisFFT,"N | N",384,17,       0.066995
1,double,uniform,PoisFFT,"N | N",384,18,       0.071248
1,double,uniform,PoisFFT,"N | N",384,19,       0.067013
1,double,uniform,PoisFFT,"N | N",448,0,       0.078040
1,double,uniform,PoisFFT,"N | N",448,1,       0.078204
1,double,uniform,PoisFFT,"N | N",448,2,       0.077634
1,double,uniform,PoisFFT,"N | N",448,3,       0.077911
1,double,uniform,PoisFFT,"N | N",448,4,       0.077995
1,double,uniform,PoisFFT,"N | N",448,5,       0.077811
1,double,uniform,PoisFFT,"N | N",448,6,       0.077611
1,double,uniform,PoisFFT,"N | N",448,7,       0.077729
1,double,uniform,PoisFFT,"N | N",448,8,       0.077809
1,double,uniform,PoisFFT,"N | N",448,9,       0.077652
1,double,uniform,PoisFFT,"N | N",448,10,       0.077624
1,double,uniform,PoisFFT,"N | N",448,11,       0.099206
1,double,uniform,PoisFFT,"N | N",448,12,       0.083463
1,double,uniform,PoisFFT,"N | N",448,13,       0.083771
1,double,uniform,PoisFFT,"N | N",448,14,       0.083717
1,double,uniform,PoisFFT,"N | N",448,15,       0.083360
1,double,uniform,PoisFFT,"N | N",448,16,       0.083812
1,double,uniform,PoisFFT,"N | N",448,17,       0.083440
1,double,uniform,PoisFFT,"N | N",448,18,       0.083591
1,double,uniform,PoisFFT,"N | N",448,19,       0.083490
1,double,uniform,PoisFFT,"N | N",512,0,       0.046270
1,double,uniform,PoisFFT,"N | N",512,1,       0.046178
1,double,uniform,PoisFFT,"N | N",512,2,       0.045877
1,double,uniform,PoisFFT,"N | N",512,3,       0.048985
1,double,uniform,PoisFFT,"N | N",512,4,       0.046003
1,double,uniform,PoisFFT,"N | N",512,5,       0.045953
1,double,uniform,PoisFFT,"N | N",512,6,       0.045851
1,double,uniform,PoisFFT,"N | N",512,7,       0.045891
1,double,uniform,PoisFFT,"N | N",512,8,       0.045900
1,double,uniform,PoisFFT,"N | N",512,9,       0.045906
1,double,uniform,PoisFFT,"N | N",512,10,       0.045919
1,double,uniform,PoisFFT,"N | N",512,11,       0.046698
1,double,uniform,PoisFFT,"N | N",512,12,       0.045963
1,double,uniform,PoisFFT,"N | N",512,13,       0.045969
1,double,uniform,PoisFFT,"N | N",512,14,       0.046020
1,double,uniform,PoisFFT,"N | N",512,15,       0.045943
1,double,uniform,PoisFFT,"N | N",512,16,       0.046017
1,double,uniform,PoisFFT,"N | N",512,17,       0.045925
1,double,uniform,PoisFFT,"N | N",512,18,       0.046000
1,double,uniform,PoisFFT,"N | N",512,19,       0.045968
