dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       7.268901
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,8,      11.092887
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,9,      11.111987
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,10,      11.198208
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,11,      11.308132
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,12,      11.182657
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,13,      11.127446
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,14,      11.192107
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,15,      11.222420
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,16,      11.192961
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,17,      11.271732
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,18,      11.398107
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,19,      26.062790
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,0,      46.922451
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,1,      47.050269
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,2,      46.664048
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,3,      47.009112
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,4,      48.135319
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,5,      47.479981
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,6,      47.630474
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,7,      47.945727
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,8,      47.728224
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,9,      47.830102
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,10,      47.359318
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,11,      46.758215
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,12,      33.232991
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,13,      26.176917
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,14,      26.086589
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,15,      26.173787
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,16,      26.132007
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,17,      26.136169
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,18,      26.305768
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,19,      26.354759
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,0,      55.088963
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,1,      55.477122
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,2,      55.394377
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,3,      55.387084
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,4,      55.254228
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,5,      55.733794
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,6,      55.183374
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,7,      55.183746
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,8,      55.656295
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,9,      55.634481
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,10,      55.040695
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,11,      55.410833
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,12,      68.764743
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,13,      68.658472
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,14,      66.781772
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,15,      68.791552
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,16,      69.823845
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,17,      59.032081
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,18,      55.050637
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,19,      55.079752
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,0,     104.625315
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,1,     104.184601
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,2,     103.383239
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,3,     103.766018
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,4,     103.543308
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,5,     103.246188
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,6,     105.052017
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,7,     103.971057
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,8,     118.698943
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,9,     103.046532
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,10,     101.777885
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,11,     101.739133
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,12,     114.704663
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,13,     116.712114
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,14,     115.291680
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,15,     115.379758
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,16,     115.669208
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,17,     109.108678
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,18,     108.542406
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",384,19,     103.078869
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,0,     186.503468
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,1,     187.677071
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,2,     186.863900
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,3,     186.556002
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,4,     187.025293
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,5,     187.629262
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,6,     187.167091
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,7,     187.295211
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,8,     187.109440
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,9,     187.362142
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,10,     187.317005
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,11,     186.794410
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,12,     186.798229
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,13,     187.616461
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,14,     186.687091
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,15,     187.411842
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,16,     186.875316
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,17,     186.787526
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,18,     184.200775
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",448,19,     187.063317
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,0,     344.005076
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,1,     346.367614
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,2,     313.644838
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,3,     307.256278
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,4,     306.995574
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,5,     305.630814
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,6,     305.748917
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,7,     306.312058
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,8,     306.028410
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,9,     305.667551
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,10,     313.506645
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,11,     312.704692
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,12,     309.685557
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,13,     307.774919
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,14,     317.081137
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,15,     311.895827
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,16,     309.217385
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,17,     308.466056
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,18,     315.484574
3,float,uniform,PoisFFT,"P | P | Ns | Ns | P | P",512,19,     337.839365
