dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,       6.959492
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,1,       0.552990
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,2,       0.564752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,3,       0.530374
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,4,       0.540390
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,5,       0.550753
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,6,       0.550911
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,7,       0.545228
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,8,       0.549933
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,9,       0.552116
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,10,       0.551543
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,11,       0.555587
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,12,       0.544767
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,13,       0.553150
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,14,       0.550268
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,15,       0.547101
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,16,       0.538742
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,17,       0.544113
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,18,       0.562183
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",64,19,       0.551409
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,       5.221002
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,       4.326681
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,       4.269594
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,       4.319599
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,       4.283284
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,       4.281235
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,       4.291619
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,       4.318964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,       4.289276
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,       4.305343
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,       4.309267
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,       4.306158
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,       4.285652
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,       4.317482
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,       4.353418
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,       4.278079
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,       4.320998
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,       4.264468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,       4.325046
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,       4.379594
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,      20.048807
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,      21.086293
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,      19.246659
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,      19.554739
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,      19.489680
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,      19.245797
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,      19.493043
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,      19.651011
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,      19.279760
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,      19.402136
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,      19.289550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,      19.310761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,      19.427952
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,      19.399744
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,      19.381683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,      19.248309
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,      19.264269
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,      19.519948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,      19.591398
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,      19.388251
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,      63.755798
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,      62.826771
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,      63.020879
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,      64.568810
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,      57.955575
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,      58.823739
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,      57.380554
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,      58.257233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,      57.956220
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,      59.202550
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,      58.253840
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,      58.026704
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,      58.362154
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,      58.005770
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,      58.601842
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,      58.896820
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,      58.677053
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,      61.769714
