dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | N",64,0,       0.003609
1,float,uniform,PoisFFT,"N | N",128,17,       0.022281
1,float,uniform,PoisFFT,"N | N",128,18,       0.022323
1,float,uniform,PoisFFT,"N | N",128,19,       0.022321
1,float,uniform,PoisFFT,"N | N",192,0,       0.044706
1,float,uniform,PoisFFT,"N | N",192,1,       0.041993
1,float,uniform,PoisFFT,"N | N",192,2,       0.041736
1,float,uniform,PoisFFT,"N | N",192,3,       0.041690
1,float,uniform,PoisFFT,"N | N",192,4,       0.041703
1,float,uniform,PoisFFT,"N | N",192,5,       0.041671
1,float,uniform,PoisFFT,"N | N",192,6,       0.041741
1,float,uniform,PoisFFT,"N | N",192,7,       0.041775
1,float,uniform,PoisFFT,"N | N",192,8,       0.046082
1,float,uniform,PoisFFT,"N | N",192,9,       0.041721
1,float,uniform,PoisFFT,"N | N",192,10,       0.041679
1,float,uniform,PoisFFT,"N | N",192,11,       0.041703
1,float,uniform,PoisFFT,"N | N",192,12,       0.041726
1,float,uniform,PoisFFT,"N | N",192,13,       0.041748
1,float,uniform,PoisFFT,"N | N",192,14,       0.041668
1,float,uniform,PoisFFT,"N | N",192,15,       0.041710
1,float,uniform,PoisFFT,"N | N",192,16,       0.041737
1,float,uniform,PoisFFT,"N | N",192,17,       0.041727
1,float,uniform,PoisFFT,"N | N",192,18,       0.041747
1,float,uniform,PoisFFT,"N | N",192,19,       0.041706
1,float,uniform,PoisFFT,"N | N",256,0,       0.011214
1,float,uniform,PoisFFT,"N | N",256,1,       0.027347
1,float,uniform,PoisFFT,"N | N",256,2,       0.010731
1,float,uniform,PoisFFT,"N | N",256,3,       0.010738
1,float,uniform,PoisFFT,"N | N",256,4,       0.010681
1,float,uniform,PoisFFT,"N | N",256,5,       0.010687
1,float,uniform,PoisFFT,"N | N",256,6,       0.010680
1,float,uniform,PoisFFT,"N | N",256,7,       0.010656
1,float,uniform,PoisFFT,"N | N",256,8,       0.010707
1,float,uniform,PoisFFT,"N | N",256,9,       0.010683
1,float,uniform,PoisFFT,"N | N",256,10,       0.010692
1,float,uniform,PoisFFT,"N | N",256,11,       0.010733
1,float,uniform,PoisFFT,"N | N",256,12,       0.011190
1,float,uniform,PoisFFT,"N | N",256,13,       0.011078
1,float,uniform,PoisFFT,"N | N",256,14,       0.011094
1,float,uniform,PoisFFT,"N | N",256,15,       0.015623
1,float,uniform,PoisFFT,"N | N",256,16,       0.011554
1,float,uniform,PoisFFT,"N | N",256,17,       0.009075
1,float,uniform,PoisFFT,"N | N",256,18,       0.021249
1,float,uniform,PoisFFT,"N | N",256,19,       0.011153
1,float,uniform,PoisFFT,"N | N",320,0,       0.019116
1,float,uniform,PoisFFT,"N | N",320,1,       0.018465
1,float,uniform,PoisFFT,"N | N",320,2,       0.018378
1,float,uniform,PoisFFT,"N | N",320,3,       0.018296
1,float,uniform,PoisFFT,"N | N",320,4,       0.018303
1,float,uniform,PoisFFT,"N | N",320,5,       0.018355
1,float,uniform,PoisFFT,"N | N",320,6,       0.018322
1,float,uniform,PoisFFT,"N | N",320,7,       0.018339
1,float,uniform,PoisFFT,"N | N",320,8,       0.018331
1,float,uniform,PoisFFT,"N | N",320,9,       0.028302
1,float,uniform,PoisFFT,"N | N",320,10,       0.013648
1,float,uniform,PoisFFT,"N | N",320,11,       0.013663
1,float,uniform,PoisFFT,"N | N",320,12,       0.013626
1,float,uniform,PoisFFT,"N | N",320,13,       0.030263
1,float,uniform,PoisFFT,"N | N",320,14,       0.014361
1,float,uniform,PoisFFT,"N | N",320,15,       0.018184
1,float,uniform,PoisFFT,"N | N",320,16,       0.014386
1,float,uniform,PoisFFT,"N | N",320,17,       0.014376
1,float,uniform,PoisFFT,"N | N",320,18,       0.014385
1,float,uniform,PoisFFT,"N | N",320,19,       0.014381
1,float,uniform,PoisFFT,"N | N",384,0,       0.061859
1,float,uniform,PoisFFT,"N | N",384,1,       0.060658
1,float,uniform,PoisFFT,"N | N",384,2,       0.083427
1,float,uniform,PoisFFT,"N | N",384,3,       0.063806
1,float,uniform,PoisFFT,"N | N",384,4,       0.063622
1,float,uniform,PoisFFT,"N | N",384,5,       0.063715
1,float,uniform,PoisFFT,"N | N",384,6,       0.063668
1,float,uniform,PoisFFT,"N | N",384,7,       0.063656
1,float,uniform,PoisFFT,"N | N",384,8,       0.063738
1,float,uniform,PoisFFT,"N | N",384,9,       0.063793
1,float,uniform,PoisFFT,"N | N",384,10,       0.063668
1,float,uniform,PoisFFT,"N | N",384,11,       0.063783
1,float,uniform,PoisFFT,"N | N",384,12,       0.081193
1,float,uniform,PoisFFT,"N | N",384,13,       0.087250
1,float,uniform,PoisFFT,"N | N",384,14,       0.087289
1,float,uniform,PoisFFT,"N | N",384,15,       0.087453
1,float,uniform,PoisFFT,"N | N",384,16,       0.090770
1,float,uniform,PoisFFT,"N | N",384,17,       0.087427
1,float,uniform,PoisFFT,"N | N",384,18,       0.087226
1,float,uniform,PoisFFT,"N | N",384,19,       0.087346
1,float,uniform,PoisFFT,"N | N",448,0,       0.088335
1,float,uniform,PoisFFT,"N | N",448,1,       0.088014
1,float,uniform,PoisFFT,"N | N",448,2,       0.087993
1,float,uniform,PoisFFT,"N | N",448,3,       0.087851
1,float,uniform,PoisFFT,"N | N",448,4,       0.087888
1,float,uniform,PoisFFT,"N | N",448,5,       0.090430
1,float,uniform,PoisFFT,"N | N",448,6,       0.087963
1,float,uniform,PoisFFT,"N | N",448,7,       0.087887
1,float,uniform,PoisFFT,"N | N",448,8,       0.087918
1,float,uniform,PoisFFT,"N | N",448,9,       0.087895
1,float,uniform,PoisFFT,"N | N",448,10,       0.087906
1,float,uniform,PoisFFT,"N | N",448,11,       0.087883
1,float,uniform,PoisFFT,"N | N",448,12,       0.087902
1,float,uniform,PoisFFT,"N | N",448,13,       0.087924
1,float,uniform,PoisFFT,"N | N",448,14,       0.087958
1,float,uniform,PoisFFT,"N | N",448,15,       0.087921
1,float,uniform,PoisFFT,"N | N",448,16,       0.090790
1,float,uniform,PoisFFT,"N | N",448,17,       0.087960
1,float,uniform,PoisFFT,"N | N",448,18,       0.087891
1,float,uniform,PoisFFT,"N | N",448,19,       0.087869
1,float,uniform,PoisFFT,"N | N",512,0,       0.051709
1,float,uniform,PoisFFT,"N | N",512,1,       0.051476
1,float,uniform,PoisFFT,"N | N",512,2,       0.051401
1,float,uniform,PoisFFT,"N | N",512,3,       0.051425
1,float,uniform,PoisFFT,"N | N",512,4,       0.051394
1,float,uniform,PoisFFT,"N | N",512,5,       0.051415
1,float,uniform,PoisFFT,"N | N",512,6,       0.051472
1,float,uniform,PoisFFT,"N | N",512,7,       0.051504
1,float,uniform,PoisFFT,"N | N",512,8,       0.051559
1,float,uniform,PoisFFT,"N | N",512,9,       0.051465
1,float,uniform,PoisFFT,"N | N",512,10,       0.051471
1,float,uniform,PoisFFT,"N | N",512,11,       0.051433
1,float,uniform,PoisFFT,"N | N",512,12,       0.051423
1,float,uniform,PoisFFT,"N | N",512,13,       0.052179
1,float,uniform,PoisFFT,"N | N",512,14,       0.051421
1,float,uniform,PoisFFT,"N | N",512,15,       0.051404
1,float,uniform,PoisFFT,"N | N",512,16,       0.056617
1,float,uniform,PoisFFT,"N | N",512,17,       0.058063
1,float,uniform,PoisFFT,"N | N",512,18,       0.051394
1,float,uniform,PoisFFT,"N | N",512,19,       0.051485
