dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,       0.908219
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,1,       0.584492
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,2,       0.573031
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,3,       0.569199
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,4,       0.580177
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,5,       0.580238
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,6,       0.576730
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,7,       0.583138
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,8,       0.591620
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,9,       0.576960
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,10,       0.569289
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,11,       0.575298
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,12,       0.577190
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,13,       0.579342
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,14,       0.573498
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,       0.587548
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,       0.587288
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,       0.569400
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,       0.590779
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,       0.572246
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,       4.040702
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,       3.764756
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,       3.762170
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,       3.764113
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,       3.775861
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,       3.794921
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,       3.858289
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,       3.845404
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,       3.880994
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,       6.577753
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,       3.899812
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,       3.754413
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,       3.838313
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,       3.886406
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,       3.765853
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,       3.810946
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,       3.781310
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,       3.866419
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,       3.784479
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,       3.931529
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,      15.647210
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,      14.807032
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,      14.899036
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,      14.817388
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,      14.834622
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,      14.783556
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,      14.797402
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,      14.852627
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,      14.788405
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,      14.839834
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,      14.975493
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,      14.803399
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,      14.828711
