dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,      16.026176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,      18.138487
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,      18.702893
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,      18.999066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,      18.725501
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,      18.725793
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,      18.324466
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,      19.187125
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,      18.619771
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,      18.358435
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,      18.839665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,      18.466529
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,      19.423301
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,      18.629919
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,      18.924410
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,      20.146196
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,      18.498959
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,      19.063098
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,      94.575939
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,      95.146448
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,     105.756345
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,     103.859710
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,     107.242265
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,     101.721636
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,     108.649201
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,     110.263170
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,     104.794017
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,     105.383064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,     104.118329
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,     104.405766
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,     106.921031
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,     106.180874
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,     107.648669
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,     106.980504
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,     110.061658
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      96.093153
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      99.738928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      93.574602
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,     124.630667
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,     120.981505
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,     122.534261
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,     118.881419
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,     123.648310
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,     124.534771
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,     122.501119
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,     124.188894
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,     122.025395
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,     119.723833
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,     115.965138
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,     123.163709
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,     127.070077
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,     119.345570
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,     119.801673
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,     118.908603
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,     114.124663
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,     115.384483
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,     117.355558
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,     114.944777
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,0,     442.934386
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,1,     435.745282
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,2,     426.070881
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,3,     437.341598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,4,     435.859955
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,5,     429.744717
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,6,     431.336107
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,7,     434.734484
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,8,     425.615897
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,9,     397.086728
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,10,     399.798898
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,11,     400.773641
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,12,     391.355343
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,13,     395.706077
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,14,     402.533333
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,15,     412.120145
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,16,     406.534286
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,17,     391.787070
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,18,     406.031068
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",384,19,     399.334136
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,0,     516.260872
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,1,     520.029487
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,2,     502.634058
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,3,     500.689656
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,4,     457.707183
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,5,     442.455064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,6,     447.363922
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,7,     451.300018
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,8,     444.986565
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,9,     445.951131
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,10,     450.209995
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,11,     449.657305
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,12,     437.361669
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,13,     455.368984
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,14,     448.029858
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,15,     438.820538
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,16,     446.534596
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,17,     438.876093
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,18,     440.651155
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",448,19,     451.119107
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,0,    1386.637202
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,1,    1376.460867
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,2,    1359.578334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,3,    1370.760226
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,4,    1376.716312
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,5,    1259.516590
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,6,    1244.109318
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,7,    1243.986931
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,8,    1241.149323
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,9,    1237.146922
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,10,    1245.252606
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,11,    1242.439716
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,12,    1212.313902
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,13,    1225.140119
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,14,    1207.992717
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,15,    1212.514201
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,16,    1187.015812
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,17,    1202.317419
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,18,    1164.862023
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",512,19,    1177.819974
