dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,0,       1.645390
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,1,       0.575654
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,2,       0.560654
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,3,       0.579227
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,4,       0.554814
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,5,       0.572813
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,6,       0.565320
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,7,       0.553918
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,8,       0.549888
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,9,       0.557806
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,10,       0.559116
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,11,       0.554391
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,12,       0.574805
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,13,       0.579013
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,14,       0.583848
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,15,       0.560697
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,16,       0.544621
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,17,       0.554506
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,18,       0.546097
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",64,19,       0.543814
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,0,       4.133534
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,1,       3.290205
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,2,       3.234912
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,3,       3.159883
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,4,       3.210371
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,5,       3.241156
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,6,       3.246562
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,7,       3.276841
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,8,       3.195484
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,9,       3.208519
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",128,10,       3.225137
