dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       2.069101
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      79.606717
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      83.937279
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      79.566151
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      80.623404
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      78.832983
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      92.492920
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      78.568353
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      83.475244
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      85.270868
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      78.824939
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      80.494037
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      79.245918
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      86.922299
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      79.162837
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      81.280045
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      85.556161
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      85.492031
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      78.403498
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      85.909425
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      61.346612
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      60.616831
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      60.396713
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      59.914495
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      60.832656
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      61.732521
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      61.039926
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      61.004450
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      60.749396
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      60.823736
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      60.757155
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      59.727980
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      62.282477
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      60.716127
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      60.475355
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      60.650927
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      60.553415
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      62.373355
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      61.060597
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      61.296809
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,0,     263.003966
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,1,     261.686780
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,2,     274.461441
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,3,     250.975174
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,4,     247.238752
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,5,     249.042618
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,6,     244.754053
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,7,     246.937392
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,8,     250.462073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,9,     246.917425
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,10,     243.354050
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,11,     250.401733
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,12,     252.988236
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,13,     252.403982
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,14,     246.515190
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,15,     243.810025
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,16,     239.868789
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,17,     253.997939
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,18,     250.549884
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,19,     239.835567
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,0,     213.267363
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,1,     214.097251
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,2,     217.409621
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,3,     217.155846
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,4,     216.381219
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,5,     213.987312
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,6,     216.937982
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,7,     215.895222
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,8,     219.343020
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,9,     217.265446
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,10,     251.223975
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,11,     247.605953
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,12,     213.917606
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,13,     213.870795
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,14,     216.178848
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,15,     212.618891
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,16,     211.129214
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,17,     214.156531
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,18,     211.926288
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,19,     211.483046
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,0,     917.280474
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,1,     877.033104
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,2,     878.404769
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,3,     878.048812
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,4,     873.587425
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,5,     881.568173
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,6,     874.873212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,7,     883.607868
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,8,     879.523732
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,9,     897.333431
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,10,     876.466617
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,11,     891.080720
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,12,     871.547339
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,13,     853.783692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,14,     876.764852
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,15,     848.899852
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,16,     894.973786
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,17,     848.729200
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,18,     862.845207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,19,     866.452959
