dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"D | D",64,0,       0.005092
1,double,uniform,PoisFFT,"D | D",64,1,       0.002360
1,double,uniform,PoisFFT,"D | D",64,2,       0.002144
1,double,uniform,PoisFFT,"D | D",64,3,       0.002063
1,double,uniform,PoisFFT,"D | D",64,4,       0.002055
1,double,uniform,PoisFFT,"D | D",64,5,       0.002040
1,double,uniform,PoisFFT,"D | D",64,6,       0.002058
1,double,uniform,PoisFFT,"D | D",64,7,       0.002074
1,double,uniform,PoisFFT,"D | D",64,8,       0.002040
1,double,uniform,PoisFFT,"D | D",64,9,       0.002073
1,double,uniform,PoisFFT,"D | D",64,10,       0.002056
1,double,uniform,PoisFFT,"D | D",64,11,       0.002076
1,double,uniform,PoisFFT,"D | D",64,12,       0.002064
1,double,uniform,PoisFFT,"D | D",64,13,       0.002084
1,double,uniform,PoisFFT,"D | D",64,14,       0.002049
1,double,uniform,PoisFFT,"D | D",64,15,       0.002052
1,double,uniform,PoisFFT,"D | D",64,16,       0.002076
1,double,uniform,PoisFFT,"D | D",64,17,       0.002025
1,double,uniform,PoisFFT,"D | D",64,18,       0.002052
1,double,uniform,PoisFFT,"D | D",64,19,       0.002091
1,double,uniform,PoisFFT,"D | D",128,0,       0.008038
1,double,uniform,PoisFFT,"D | D",128,1,       0.024103
1,double,uniform,PoisFFT,"D | D",128,2,       0.007686
1,double,uniform,PoisFFT,"D | D",128,3,       0.007747
1,double,uniform,PoisFFT,"D | D",128,4,       0.007671
1,double,uniform,PoisFFT,"D | D",128,5,       0.007675
1,double,uniform,PoisFFT,"D | D",128,6,       0.007681
1,double,uniform,PoisFFT,"D | D",128,7,       0.007708
1,double,uniform,PoisFFT,"D | D",128,8,       0.007693
1,double,uniform,PoisFFT,"D | D",128,9,       0.007657
1,double,uniform,PoisFFT,"D | D",128,10,       0.007682
1,double,uniform,PoisFFT,"D | D",128,11,       0.007714
1,double,uniform,PoisFFT,"D | D",128,12,       0.007683
1,double,uniform,PoisFFT,"D | D",128,13,       0.007663
1,double,uniform,PoisFFT,"D | D",128,14,       0.008647
1,double,uniform,PoisFFT,"D | D",128,15,       0.010148
1,double,uniform,PoisFFT,"D | D",128,16,       0.007752
1,double,uniform,PoisFFT,"D | D",128,17,       0.024549
1,double,uniform,PoisFFT,"D | D",128,18,       0.007960
1,double,uniform,PoisFFT,"D | D",128,19,       0.007934
1,double,uniform,PoisFFT,"D | D",192,0,       0.035493
1,double,uniform,PoisFFT,"D | D",192,1,       0.034022
1,double,uniform,PoisFFT,"D | D",192,2,       0.033929
1,double,uniform,PoisFFT,"D | D",192,3,       0.033843
1,double,uniform,PoisFFT,"D | D",192,4,       0.033902
1,double,uniform,PoisFFT,"D | D",192,5,       0.033881
1,double,uniform,PoisFFT,"D | D",192,6,       0.033808
1,double,uniform,PoisFFT,"D | D",192,7,       0.033827
1,double,uniform,PoisFFT,"D | D",192,8,       0.033786
1,double,uniform,PoisFFT,"D | D",192,9,       0.033843
1,double,uniform,PoisFFT,"D | D",192,10,       0.033852
1,double,uniform,PoisFFT,"D | D",192,11,       0.033775
1,double,uniform,PoisFFT,"D | D",192,12,       0.033853
1,double,uniform,PoisFFT,"D | D",192,13,       0.033765
1,double,uniform,PoisFFT,"D | D",192,14,       0.033824
1,double,uniform,PoisFFT,"D | D",192,15,       0.033786
1,double,uniform,PoisFFT,"D | D",192,16,       0.033834
1,double,uniform,PoisFFT,"D | D",192,17,       0.033808
1,double,uniform,PoisFFT,"D | D",192,18,       0.033853
1,double,uniform,PoisFFT,"D | D",192,19,       0.033855
1,double,uniform,PoisFFT,"D | D",256,0,       0.047324
1,double,uniform,PoisFFT,"D | D",256,1,       0.045888
1,double,uniform,PoisFFT,"D | D",256,2,       0.045783
1,double,uniform,PoisFFT,"D | D",256,3,       0.045825
1,double,uniform,PoisFFT,"D | D",256,4,       0.045729
1,double,uniform,PoisFFT,"D | D",256,5,       0.045705
1,double,uniform,PoisFFT,"D | D",256,6,       0.069792
1,double,uniform,PoisFFT,"D | D",256,7,       0.049233
1,double,uniform,PoisFFT,"D | D",256,8,       0.049100
1,double,uniform,PoisFFT,"D | D",256,9,       0.056459
1,double,uniform,PoisFFT,"D | D",256,10,       0.036520
1,double,uniform,PoisFFT,"D | D",256,11,       0.035810
1,double,uniform,PoisFFT,"D | D",256,12,       0.035854
1,double,uniform,PoisFFT,"D | D",256,13,       0.035881
1,double,uniform,PoisFFT,"D | D",256,14,       0.035838
1,double,uniform,PoisFFT,"D | D",256,15,       0.046358
1,double,uniform,PoisFFT,"D | D",256,16,       0.042739
1,double,uniform,PoisFFT,"D | D",256,17,       0.042741
1,double,uniform,PoisFFT,"D | D",256,18,       0.042742
1,double,uniform,PoisFFT,"D | D",256,19,       0.042735
1,double,uniform,PoisFFT,"D | D",320,0,       0.046480
1,double,uniform,PoisFFT,"D | D",320,1,       0.030577
1,double,uniform,PoisFFT,"D | D",320,2,       0.030641
1,double,uniform,PoisFFT,"D | D",320,3,       0.030548
1,double,uniform,PoisFFT,"D | D",320,4,       0.030597
1,double,uniform,PoisFFT,"D | D",320,5,       0.030538
1,double,uniform,PoisFFT,"D | D",320,6,       0.030650
1,double,uniform,PoisFFT,"D | D",320,7,       0.030540
1,double,uniform,PoisFFT,"D | D",320,8,       0.030612
1,double,uniform,PoisFFT,"D | D",320,9,       0.030614
1,double,uniform,PoisFFT,"D | D",320,10,       0.030578
1,double,uniform,PoisFFT,"D | D",320,11,       0.030593
1,double,uniform,PoisFFT,"D | D",320,12,       0.030543
1,double,uniform,PoisFFT,"D | D",320,13,       0.030606
1,double,uniform,PoisFFT,"D | D",320,14,       0.030490
1,double,uniform,PoisFFT,"D | D",320,15,       0.030583
1,double,uniform,PoisFFT,"D | D",320,16,       0.030525
1,double,uniform,PoisFFT,"D | D",320,17,       0.030609
1,double,uniform,PoisFFT,"D | D",320,18,       0.030635
1,double,uniform,PoisFFT,"D | D",320,19,       0.030553
1,double,uniform,PoisFFT,"D | D",384,0,       0.014018
1,double,uniform,PoisFFT,"D | D",384,1,       0.014737
1,double,uniform,PoisFFT,"D | D",384,2,       0.014591
1,double,uniform,PoisFFT,"D | D",384,3,       0.014621
1,double,uniform,PoisFFT,"D | D",384,4,       0.014604
1,double,uniform,PoisFFT,"D | D",384,5,       0.014665
1,double,uniform,PoisFFT,"D | D",384,6,       0.014579
1,double,uniform,PoisFFT,"D | D",384,7,       0.020670
1,double,uniform,PoisFFT,"D | D",384,8,       0.015063
1,double,uniform,PoisFFT,"D | D",384,9,       0.023522
1,double,uniform,PoisFFT,"D | D",384,10,       0.018939
1,double,uniform,PoisFFT,"D | D",384,11,       0.015342
1,double,uniform,PoisFFT,"D | D",384,12,       0.017850
1,double,uniform,PoisFFT,"D | D",384,13,       0.018881
1,double,uniform,PoisFFT,"D | D",384,14,       0.023614
1,double,uniform,PoisFFT,"D | D",384,15,       0.019990
1,double,uniform,PoisFFT,"D | D",384,16,       0.015320
1,double,uniform,PoisFFT,"D | D",384,17,       0.016748
1,double,uniform,PoisFFT,"D | D",384,18,       0.018108
1,double,uniform,PoisFFT,"D | D",384,19,       0.016132
1,double,uniform,PoisFFT,"D | D",448,0,       0.063978
1,double,uniform,PoisFFT,"D | D",448,1,       0.065614
1,double,uniform,PoisFFT,"D | D",448,2,       0.066955
1,double,uniform,PoisFFT,"D | D",448,3,       0.063417
1,double,uniform,PoisFFT,"D | D",448,4,       0.063584
1,double,uniform,PoisFFT,"D | D",448,5,       0.063492
1,double,uniform,PoisFFT,"D | D",448,6,       0.063594
1,double,uniform,PoisFFT,"D | D",448,7,       0.062766
1,double,uniform,PoisFFT,"D | D",448,8,       0.062789
1,double,uniform,PoisFFT,"D | D",448,9,       0.065383
1,double,uniform,PoisFFT,"D | D",448,10,       0.062723
1,double,uniform,PoisFFT,"D | D",448,11,       0.062686
1,double,uniform,PoisFFT,"D | D",448,12,       0.062795
1,double,uniform,PoisFFT,"D | D",448,13,       0.062682
1,double,uniform,PoisFFT,"D | D",448,14,       0.062725
1,double,uniform,PoisFFT,"D | D",448,15,       0.062733
1,double,uniform,PoisFFT,"D | D",448,16,       0.062677
1,double,uniform,PoisFFT,"D | D",448,17,       0.062748
1,double,uniform,PoisFFT,"D | D",448,18,       0.062696
1,double,uniform,PoisFFT,"D | D",448,19,       0.062657
1,double,uniform,PoisFFT,"D | D",512,0,       0.021256
1,double,uniform,PoisFFT,"D | D",512,1,       0.020795
1,double,uniform,PoisFFT,"D | D",512,2,       0.020749
1,double,uniform,PoisFFT,"D | D",512,3,       0.020785
1,double,uniform,PoisFFT,"D | D",512,4,       0.020788
1,double,uniform,PoisFFT,"D | D",512,5,       0.020786
1,double,uniform,PoisFFT,"D | D",512,6,       0.020785
1,double,uniform,PoisFFT,"D | D",512,7,       0.020762
1,double,uniform,PoisFFT,"D | D",512,8,       0.020725
1,double,uniform,PoisFFT,"D | D",512,9,       0.020816
1,double,uniform,PoisFFT,"D | D",512,10,       0.020767
1,double,uniform,PoisFFT,"D | D",512,11,       0.021225
1,double,uniform,PoisFFT,"D | D",512,12,       0.020760
1,double,uniform,PoisFFT,"D | D",512,13,       0.020673
1,double,uniform,PoisFFT,"D | D",512,14,       0.020759
1,double,uniform,PoisFFT,"D | D",512,15,       0.020676
1,double,uniform,PoisFFT,"D | D",512,16,       0.020737
1,double,uniform,PoisFFT,"D | D",512,17,       0.020715
1,double,uniform,PoisFFT,"D | D",512,18,       0.020727
1,double,uniform,PoisFFT,"D | D",512,19,       0.020741
