dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,double,uniform,PoisFFT,"P | P",64,0,       0.001313
1,double,uniform,PoisFFT,"P | P",384,8,       0.003244
1,double,uniform,PoisFFT,"P | P",384,9,       0.003226
1,double,uniform,PoisFFT,"P | P",384,10,       0.003219
1,double,uniform,PoisFFT,"P | P",384,11,       0.003249
1,double,uniform,PoisFFT,"P | P",384,12,       0.003215
1,double,uniform,PoisFFT,"P | P",384,13,       0.003199
1,double,uniform,PoisFFT,"P | P",384,14,       0.003219
1,double,uniform,PoisFFT,"P | P",384,15,       0.003249
1,double,uniform,PoisFFT,"P | P",384,16,       0.003485
1,double,uniform,PoisFFT,"P | P",384,17,       0.003485
1,double,uniform,PoisFFT,"P | P",384,18,       0.003454
1,double,uniform,PoisFFT,"P | P",384,19,       0.003377
1,double,uniform,PoisFFT,"P | P",448,0,       0.005205
1,double,uniform,PoisFFT,"P | P",448,1,       0.004273
1,double,uniform,PoisFFT,"P | P",448,2,       0.004159
1,double,uniform,PoisFFT,"P | P",448,3,       0.004131
1,double,uniform,PoisFFT,"P | P",448,4,       0.004117
1,double,uniform,PoisFFT,"P | P",448,5,       0.004123
1,double,uniform,PoisFFT,"P | P",448,6,       0.004116
1,double,uniform,PoisFFT,"P | P",448,7,       0.004115
1,double,uniform,PoisFFT,"P | P",448,8,       0.004117
1,double,uniform,PoisFFT,"P | P",448,9,       0.004124
1,double,uniform,PoisFFT,"P | P",448,10,       0.004071
1,double,uniform,PoisFFT,"P | P",448,11,       0.004155
1,double,uniform,PoisFFT,"P | P",448,12,       0.004127
1,double,uniform,PoisFFT,"P | P",448,13,       0.004144
1,double,uniform,PoisFFT,"P | P",448,14,       0.020577
1,double,uniform,PoisFFT,"P | P",448,15,       0.004479
1,double,uniform,PoisFFT,"P | P",448,16,       0.004431
1,double,uniform,PoisFFT,"P | P",448,17,       0.004404
1,double,uniform,PoisFFT,"P | P",448,18,       0.004416
1,double,uniform,PoisFFT,"P | P",448,19,       0.004414
1,double,uniform,PoisFFT,"P | P",512,0,       0.005240
1,double,uniform,PoisFFT,"P | P",512,1,       0.004404
1,double,uniform,PoisFFT,"P | P",512,2,       0.004353
1,double,uniform,PoisFFT,"P | P",512,3,       0.004334
1,double,uniform,PoisFFT,"P | P",512,4,       0.004287
1,double,uniform,PoisFFT,"P | P",512,5,       0.004298
1,double,uniform,PoisFFT,"P | P",512,6,       0.004299
1,double,uniform,PoisFFT,"P | P",512,7,       0.004312
1,double,uniform,PoisFFT,"P | P",512,8,       0.004295
1,double,uniform,PoisFFT,"P | P",512,9,       0.004322
1,double,uniform,PoisFFT,"P | P",512,10,       0.004316
1,double,uniform,PoisFFT,"P | P",512,11,       0.005378
1,double,uniform,PoisFFT,"P | P",512,12,       0.004636
1,double,uniform,PoisFFT,"P | P",512,13,       0.004626
1,double,uniform,PoisFFT,"P | P",512,14,       0.004658
1,double,uniform,PoisFFT,"P | P",512,15,       0.004612
1,double,uniform,PoisFFT,"P | P",512,16,       0.004640
1,double,uniform,PoisFFT,"P | P",512,17,       0.004682
1,double,uniform,PoisFFT,"P | P",512,18,       0.004602
1,double,uniform,PoisFFT,"P | P",512,19,       0.004650
