dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"N | N | N | N",64,0,       0.194754
2,double,uniform,PoisFFT,"N | N | N | N",64,1,       0.182052
2,double,uniform,PoisFFT,"N | N | N | N",64,2,       0.181843
2,double,uniform,PoisFFT,"N | N | N | N",64,3,       0.181442
2,double,uniform,PoisFFT,"N | N | N | N",64,4,       0.181665
2,double,uniform,PoisFFT,"N | N | N | N",64,5,       0.181723
2,double,uniform,PoisFFT,"N | N | N | N",64,6,       0.181899
2,double,uniform,PoisFFT,"N | N | N | N",64,7,       0.181675
2,double,uniform,PoisFFT,"N | N | N | N",64,8,       0.185110
2,double,uniform,PoisFFT,"N | N | N | N",64,9,       0.189299
2,double,uniform,PoisFFT,"N | N | N | N",64,10,       0.169224
2,double,uniform,PoisFFT,"N | N | N | N",64,11,       0.168975
2,double,uniform,PoisFFT,"N | N | N | N",64,12,       0.169241
2,double,uniform,PoisFFT,"N | N | N | N",64,13,       0.192686
2,double,uniform,PoisFFT,"N | N | N | N",64,14,       0.181571
2,double,uniform,PoisFFT,"N | N | N | N",64,15,       0.181728
2,double,uniform,PoisFFT,"N | N | N | N",64,16,       0.181488
2,double,uniform,PoisFFT,"N | N | N | N",64,17,       0.181536
2,double,uniform,PoisFFT,"N | N | N | N",64,18,       0.184832
2,double,uniform,PoisFFT,"N | N | N | N",64,19,       0.181467
2,double,uniform,PoisFFT,"N | N | N | N",128,0,       3.414465
2,double,uniform,PoisFFT,"N | N | N | N",128,1,       3.599697
2,double,uniform,PoisFFT,"N | N | N | N",128,2,       3.409186
2,double,uniform,PoisFFT,"N | N | N | N",128,3,       3.842598
2,double,uniform,PoisFFT,"N | N | N | N",128,4,       3.825052
2,double,uniform,PoisFFT,"N | N | N | N",128,5,       3.636677
2,double,uniform,PoisFFT,"N | N | N | N",128,6,       3.459225
2,double,uniform,PoisFFT,"N | N | N | N",128,7,       3.407688
2,double,uniform,PoisFFT,"N | N | N | N",128,8,       3.483257
2,double,uniform,PoisFFT,"N | N | N | N",128,9,       3.432213
2,double,uniform,PoisFFT,"N | N | N | N",128,10,       3.539741
2,double,uniform,PoisFFT,"N | N | N | N",128,11,       3.594313
2,double,uniform,PoisFFT,"N | N | N | N",128,12,       3.593150
2,double,uniform,PoisFFT,"N | N | N | N",128,13,       3.404005
2,double,uniform,PoisFFT,"N | N | N | N",128,14,       3.405820
2,double,uniform,PoisFFT,"N | N | N | N",128,15,       3.601455
2,double,uniform,PoisFFT,"N | N | N | N",128,16,       3.594322
2,double,uniform,PoisFFT,"N | N | N | N",128,17,       3.402404
2,double,uniform,PoisFFT,"N | N | N | N",128,18,       3.426452
2,double,uniform,PoisFFT,"N | N | N | N",128,19,       3.402415
2,double,uniform,PoisFFT,"N | N | N | N",192,0,      13.763806
2,double,uniform,PoisFFT,"N | N | N | N",192,1,      13.839884
2,double,uniform,PoisFFT,"N | N | N | N",192,2,      13.646869
2,double,uniform,PoisFFT,"N | N | N | N",192,3,      13.634810
2,double,uniform,PoisFFT,"N | N | N | N",192,4,      13.647773
2,double,uniform,PoisFFT,"N | N | N | N",192,5,      13.665205
2,double,uniform,PoisFFT,"N | N | N | N",192,6,      13.713468
2,double,uniform,PoisFFT,"N | N | N | N",192,7,      13.637655
2,double,uniform,PoisFFT,"N | N | N | N",192,8,      13.644208
2,double,uniform,PoisFFT,"N | N | N | N",192,9,      13.642243
2,double,uniform,PoisFFT,"N | N | N | N",192,10,      13.649923
2,double,uniform,PoisFFT,"N | N | N | N",192,11,      13.637646
2,double,uniform,PoisFFT,"N | N | N | N",192,12,      13.643614
2,double,uniform,PoisFFT,"N | N | N | N",192,13,      13.656627
2,double,uniform,PoisFFT,"N | N | N | N",192,14,      13.991966
2,double,uniform,PoisFFT,"N | N | N | N",192,15,      13.724181
2,double,uniform,PoisFFT,"N | N | N | N",192,16,      13.645346
2,double,uniform,PoisFFT,"N | N | N | N",192,17,      13.634267
2,double,uniform,PoisFFT,"N | N | N | N",192,18,      13.641624
2,double,uniform,PoisFFT,"N | N | N | N",192,19,      13.638192
2,double,uniform,PoisFFT,"N | N | N | N",256,0,       4.722756
