dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,0,       1.568826
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,9,     101.787177
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,10,     102.567226
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,11,      98.689041
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,12,      97.701465
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,13,      95.318631
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,14,      96.423517
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,15,     107.161005
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,16,     108.313429
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,17,      98.829286
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,18,      96.677639
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,19,      94.538169
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,0,     121.104064
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,1,     122.903555
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,2,     120.597237
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,3,     120.529572
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,4,     121.534241
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,5,     133.601494
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,6,     131.764470
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,7,     129.341656
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,8,     126.104797
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,9,     134.501554
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,10,     138.019796
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,11,     121.958585
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,12,     117.884836
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,13,     125.318987
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,14,     128.644867
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,15,     121.733528
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,16,     122.370446
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,17,     124.542970
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,18,     120.748418
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,19,     123.954092
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,0,     467.604777
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,1,     458.930989
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,2,     465.465690
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,3,     458.373692
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,4,     455.140305
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,5,     429.965242
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,6,     442.124367
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,7,     435.898761
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,8,     398.313818
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,9,     389.935080
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,10,     402.528871
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,11,     409.195187
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,12,     404.074954
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,13,     419.343061
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,14,     389.991685
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,15,     395.682348
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,16,     401.605449
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,17,     402.110779
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,18,     394.871144
3,double,uniform,PoisFFT,"P | P | P | P | N | D",384,19,     398.033690
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,0,     591.131126
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,1,     584.296266
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,2,     585.375012
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,3,     585.701252
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,4,     576.196893
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,5,     584.325904
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,6,     583.270206
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,7,     585.195179
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,8,     579.257187
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,9,     590.263068
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,10,     579.214001
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,11,     582.219895
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,12,     574.005398
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,13,     588.414423
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,14,     536.911680
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,15,     559.832884
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,16,     549.717285
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,17,     525.877766
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,18,     524.911402
3,double,uniform,PoisFFT,"P | P | P | P | N | D",448,19,     522.392804
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,0,    1373.314786
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,1,    1396.081038
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,2,    1321.510207
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,3,    1306.014789
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,4,    1236.911151
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,5,    1234.566614
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,6,    1224.652123
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,7,    1242.205294
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,8,    1198.938214
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,9,    1131.783634
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,10,    1093.466503
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,11,    1082.961916
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,12,    1082.080000
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,13,    1073.951111
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,14,    1072.098029
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,15,    1077.741822
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,16,    1080.006206
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,17,    1098.832828
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,18,    1067.323330
3,double,uniform,PoisFFT,"P | P | P | P | N | D",512,19,    1080.349071
