dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,       0.907420
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,1,       0.548170
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,2,       0.536161
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,3,       0.553211
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,4,       0.541842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,5,       0.544267
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,6,       0.533629
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,7,       0.529475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,8,       0.535391
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,9,       0.536001
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,10,       0.536552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,11,       0.537760
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,12,       0.529441
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,13,       0.549538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,14,       0.536689
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,       0.533109
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,       0.539669
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,       0.539052
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,       0.535482
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,       0.537606
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,       4.392105
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,       4.105666
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,       4.095709
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,       4.130736
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,       4.068722
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,       4.062800
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,       4.120081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,       4.045636
