dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.588513
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,4,     235.809541
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,5,     235.180461
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,6,     249.823559
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,7,     231.029947
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,8,     231.247169
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,9,     232.172965
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,10,     231.140786
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,11,     232.015901
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,12,     231.024847
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,13,     230.171915
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,14,     230.682064
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,15,     231.003780
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,16,     230.880353
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,17,     228.915263
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,18,     229.703703
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,19,     230.245896
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,0,     448.510883
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,1,     425.600441
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,2,     427.285154
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,3,     425.959200
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,4,     425.886918
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,5,     429.022286
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,6,     427.521533
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,7,     429.178676
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,8,     426.063908
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,9,     424.607153
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,10,     428.926550
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,11,     427.791790
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,12,     429.054163
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,13,     427.967892
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,14,     425.970252
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,15,     428.302437
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,16,     428.946158
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,17,     426.667201
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,18,     426.527442
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,19,     429.439581
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,0,     743.996440
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,1,     736.827016
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,2,     737.272364
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,3,     735.897714
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,4,     737.014498
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,5,     672.199225
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,6,     661.296813
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,7,     663.783297
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,8,     665.882833
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,9,     668.184532
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,10,     665.219668
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,11,     662.753132
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,12,     661.792907
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,13,     664.866528
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,14,     661.135853
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,15,     661.509750
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,16,     668.529607
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,17,     656.778281
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,18,     649.030917
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,19,     648.989378
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,0,    1086.070151
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,1,    1095.886897
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,2,    1096.053518
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,3,    1102.405867
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,4,     987.357567
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,5,     950.404666
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,6,     962.060828
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,7,     954.600088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,8,     960.797454
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,9,     949.316863
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,10,     949.363696
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,11,     949.202019
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,12,     951.098730
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,13,     948.581683
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,14,     951.227471
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,15,     954.869099
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,16,     912.189425
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,17,     880.624304
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,18,     893.607036
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,19,     893.878417
