dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,      16.588513
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,1,      16.588750
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,2,      17.608504
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,3,      17.354480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,4,      17.444944
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,5,      17.213158
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,6,      14.920411
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,7,       1.852841
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,8,       1.647743
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,9,       1.761135
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,10,       1.803665
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,11,       1.885978
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,12,       1.804101
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,13,       1.876524
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,14,       2.023379
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,15,       1.735479
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,16,       1.700791
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,17,       1.782633
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,18,       1.792605
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,19,       1.864812
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,0,      11.578409
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,1,      10.379522
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,2,      10.304183
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,3,      10.337699
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,4,      10.270894
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,5,      10.518868
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,6,      10.786977
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,7,      10.505722
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,8,      10.805938
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,9,      10.621954
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,10,      10.396992
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,11,      10.362021
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,12,      11.221854
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,13,      10.338362
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,14,      10.170997
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,15,      10.533628
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,16,      10.871449
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,17,      10.970485
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,18,      10.867054
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",128,19,      11.019417
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,0,      44.059523
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,1,      45.107347
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,2,      44.106140
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,3,      43.678124
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,4,      44.203863
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,5,      44.144187
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,6,      43.723004
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,7,      43.673847
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,8,      43.414190
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,9,      44.082378
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,10,      43.857567
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,11,      43.486751
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,12,      43.626914
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,13,      43.503894
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,14,      44.219198
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      43.137673
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      44.647980
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      42.513365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      43.128218
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      43.223285
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,     108.301427
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,     107.009561
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,     105.223618
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,     104.956863
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,     104.432362
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,     104.882782
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,     106.478648
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,     105.718745
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,     105.430205
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,     106.813189
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,     104.306584
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,     104.260254
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,     106.850783
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,     106.287474
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,     103.391880
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,     105.720927
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,     105.148405
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,     104.758153
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,     100.995406
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,     100.874510
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     235.970650
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,1,     235.870263
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,2,     236.035427
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,3,     235.618792
