dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,float,uniform,PoisFFT,"D | D | D | D",64,0,       0.180547
2,float,uniform,PoisFFT,"D | D | D | D",64,1,       0.175101
2,float,uniform,PoisFFT,"D | D | D | D",64,2,       0.199485
2,float,uniform,PoisFFT,"D | D | D | D",64,3,       0.181571
2,float,uniform,PoisFFT,"D | D | D | D",64,4,       0.181663
2,float,uniform,PoisFFT,"D | D | D | D",64,5,       0.181546
2,float,uniform,PoisFFT,"D | D | D | D",64,6,       0.181530
2,float,uniform,PoisFFT,"D | D | D | D",64,7,       0.184816
2,float,uniform,PoisFFT,"D | D | D | D",64,8,       0.188402
2,float,uniform,PoisFFT,"D | D | D | D",64,9,       0.174952
2,float,uniform,PoisFFT,"D | D | D | D",64,10,       0.174683
2,float,uniform,PoisFFT,"D | D | D | D",64,11,       0.174998
2,float,uniform,PoisFFT,"D | D | D | D",64,12,       0.177801
2,float,uniform,PoisFFT,"D | D | D | D",64,13,       0.174928
2,float,uniform,PoisFFT,"D | D | D | D",64,14,       0.175017
2,float,uniform,PoisFFT,"D | D | D | D",64,15,       0.174956
2,float,uniform,PoisFFT,"D | D | D | D",64,16,       0.174903
2,float,uniform,PoisFFT,"D | D | D | D",64,17,       0.177897
2,float,uniform,PoisFFT,"D | D | D | D",64,18,       0.174890
2,float,uniform,PoisFFT,"D | D | D | D",64,19,       0.174739
2,float,uniform,PoisFFT,"D | D | D | D",128,0,       1.930630
2,float,uniform,PoisFFT,"D | D | D | D",128,1,       1.929188
2,float,uniform,PoisFFT,"D | D | D | D",128,2,       1.929601
2,float,uniform,PoisFFT,"D | D | D | D",128,3,       1.929462
2,float,uniform,PoisFFT,"D | D | D | D",128,4,       1.929201
2,float,uniform,PoisFFT,"D | D | D | D",128,5,       1.928950
2,float,uniform,PoisFFT,"D | D | D | D",128,6,       1.930126
2,float,uniform,PoisFFT,"D | D | D | D",128,7,       2.002548
2,float,uniform,PoisFFT,"D | D | D | D",128,8,       1.992240
2,float,uniform,PoisFFT,"D | D | D | D",128,9,       1.929240
2,float,uniform,PoisFFT,"D | D | D | D",128,10,       1.928045
2,float,uniform,PoisFFT,"D | D | D | D",128,11,       1.928966
2,float,uniform,PoisFFT,"D | D | D | D",128,12,       1.929020
2,float,uniform,PoisFFT,"D | D | D | D",128,13,       1.929005
2,float,uniform,PoisFFT,"D | D | D | D",128,14,       1.927898
2,float,uniform,PoisFFT,"D | D | D | D",128,15,       1.929734
2,float,uniform,PoisFFT,"D | D | D | D",128,16,       1.929760
2,float,uniform,PoisFFT,"D | D | D | D",128,17,       1.929841
2,float,uniform,PoisFFT,"D | D | D | D",128,18,       1.927645
2,float,uniform,PoisFFT,"D | D | D | D",128,19,       1.931103
2,float,uniform,PoisFFT,"D | D | D | D",192,0,      11.265895
2,float,uniform,PoisFFT,"D | D | D | D",192,1,      11.247086
2,float,uniform,PoisFFT,"D | D | D | D",192,2,      11.235626
2,float,uniform,PoisFFT,"D | D | D | D",192,3,      11.242832
2,float,uniform,PoisFFT,"D | D | D | D",192,4,      11.248602
2,float,uniform,PoisFFT,"D | D | D | D",192,5,      11.239137
2,float,uniform,PoisFFT,"D | D | D | D",192,6,      11.278550
2,float,uniform,PoisFFT,"D | D | D | D",192,7,      11.245550
2,float,uniform,PoisFFT,"D | D | D | D",192,8,      11.347349
2,float,uniform,PoisFFT,"D | D | D | D",192,9,      11.245768
2,float,uniform,PoisFFT,"D | D | D | D",192,10,      11.247476
2,float,uniform,PoisFFT,"D | D | D | D",192,11,      11.243757
2,float,uniform,PoisFFT,"D | D | D | D",192,12,      11.244961
2,float,uniform,PoisFFT,"D | D | D | D",192,13,      11.246800
2,float,uniform,PoisFFT,"D | D | D | D",192,14,      11.242853
2,float,uniform,PoisFFT,"D | D | D | D",192,15,      11.246015
2,float,uniform,PoisFFT,"D | D | D | D",192,16,      11.246639
2,float,uniform,PoisFFT,"D | D | D | D",192,17,      11.237317
2,float,uniform,PoisFFT,"D | D | D | D",192,18,      11.239233
2,float,uniform,PoisFFT,"D | D | D | D",192,19,      11.245224
2,float,uniform,PoisFFT,"D | D | D | D",256,0,      16.537086
2,float,uniform,PoisFFT,"D | D | D | D",256,1,      16.532475
2,float,uniform,PoisFFT,"D | D | D | D",256,2,      16.528249
2,float,uniform,PoisFFT,"D | D | D | D",256,3,      16.527886
2,float,uniform,PoisFFT,"D | D | D | D",256,4,      16.552536
2,float,uniform,PoisFFT,"D | D | D | D",256,5,      16.935932
2,float,uniform,PoisFFT,"D | D | D | D",256,6,      16.535002
2,float,uniform,PoisFFT,"D | D | D | D",256,7,      16.530711
2,float,uniform,PoisFFT,"D | D | D | D",256,8,      16.653455
2,float,uniform,PoisFFT,"D | D | D | D",256,9,      16.719892
2,float,uniform,PoisFFT,"D | D | D | D",256,10,      16.590856
2,float,uniform,PoisFFT,"D | D | D | D",256,11,      16.522642
2,float,uniform,PoisFFT,"D | D | D | D",256,12,      16.521593
2,float,uniform,PoisFFT,"D | D | D | D",256,13,      16.521890
2,float,uniform,PoisFFT,"D | D | D | D",256,14,      16.584758
2,float,uniform,PoisFFT,"D | D | D | D",256,15,      16.555125
2,float,uniform,PoisFFT,"D | D | D | D",256,16,      16.520450
2,float,uniform,PoisFFT,"D | D | D | D",256,17,      16.520093
2,float,uniform,PoisFFT,"D | D | D | D",256,18,      16.526149
2,float,uniform,PoisFFT,"D | D | D | D",256,19,      16.571487
2,float,uniform,PoisFFT,"D | D | D | D",320,0,      28.326914
2,float,uniform,PoisFFT,"D | D | D | D",320,1,      29.256042
2,float,uniform,PoisFFT,"D | D | D | D",320,2,      29.457452
2,float,uniform,PoisFFT,"D | D | D | D",320,3,      29.359526
2,float,uniform,PoisFFT,"D | D | D | D",320,4,      29.264508
2,float,uniform,PoisFFT,"D | D | D | D",320,5,      29.525058
2,float,uniform,PoisFFT,"D | D | D | D",320,6,      29.234161
2,float,uniform,PoisFFT,"D | D | D | D",320,7,      29.236995
2,float,uniform,PoisFFT,"D | D | D | D",320,8,      29.235050
2,float,uniform,PoisFFT,"D | D | D | D",320,9,      29.235615
2,float,uniform,PoisFFT,"D | D | D | D",320,10,      29.232288
2,float,uniform,PoisFFT,"D | D | D | D",320,11,      29.224982
2,float,uniform,PoisFFT,"D | D | D | D",320,12,      29.585919
2,float,uniform,PoisFFT,"D | D | D | D",320,13,      29.294862
2,float,uniform,PoisFFT,"D | D | D | D",320,14,      29.237787
2,float,uniform,PoisFFT,"D | D | D | D",320,15,      29.233406
2,float,uniform,PoisFFT,"D | D | D | D",320,16,      29.230707
2,float,uniform,PoisFFT,"D | D | D | D",320,17,      29.450183
2,float,uniform,PoisFFT,"D | D | D | D",320,18,      29.239293
2,float,uniform,PoisFFT,"D | D | D | D",320,19,      29.235685
2,float,uniform,PoisFFT,"D | D | D | D",384,0,       9.699964
2,float,uniform,PoisFFT,"D | D | D | D",384,1,       9.681953
2,float,uniform,PoisFFT,"D | D | D | D",384,2,       9.685227
2,float,uniform,PoisFFT,"D | D | D | D",384,3,       9.739707
2,float,uniform,PoisFFT,"D | D | D | D",384,4,       9.686666
2,float,uniform,PoisFFT,"D | D | D | D",384,5,       9.687756
2,float,uniform,PoisFFT,"D | D | D | D",384,6,      10.251361
2,float,uniform,PoisFFT,"D | D | D | D",384,7,       9.690533
2,float,uniform,PoisFFT,"D | D | D | D",384,8,       9.683718
2,float,uniform,PoisFFT,"D | D | D | D",384,9,       9.678934
2,float,uniform,PoisFFT,"D | D | D | D",384,10,       9.683680
2,float,uniform,PoisFFT,"D | D | D | D",384,11,      10.110172
2,float,uniform,PoisFFT,"D | D | D | D",384,12,       9.694123
2,float,uniform,PoisFFT,"D | D | D | D",384,13,       9.693992
2,float,uniform,PoisFFT,"D | D | D | D",384,14,       9.692749
2,float,uniform,PoisFFT,"D | D | D | D",384,15,       9.680023
2,float,uniform,PoisFFT,"D | D | D | D",384,16,       9.687397
2,float,uniform,PoisFFT,"D | D | D | D",384,17,       9.687954
2,float,uniform,PoisFFT,"D | D | D | D",384,18,       9.875004
2,float,uniform,PoisFFT,"D | D | D | D",384,19,       9.772986
2,float,uniform,PoisFFT,"D | D | D | D",448,0,      55.956359
2,float,uniform,PoisFFT,"D | D | D | D",448,1,      56.122162
2,float,uniform,PoisFFT,"D | D | D | D",448,2,      56.127478
2,float,uniform,PoisFFT,"D | D | D | D",448,3,      55.941893
2,float,uniform,PoisFFT,"D | D | D | D",448,4,      56.524040
2,float,uniform,PoisFFT,"D | D | D | D",448,5,      56.403046
2,float,uniform,PoisFFT,"D | D | D | D",448,6,      55.941629
2,float,uniform,PoisFFT,"D | D | D | D",448,7,      56.117315
2,float,uniform,PoisFFT,"D | D | D | D",448,8,      56.051005
2,float,uniform,PoisFFT,"D | D | D | D",448,9,      56.734872
2,float,uniform,PoisFFT,"D | D | D | D",448,10,      56.163104
2,float,uniform,PoisFFT,"D | D | D | D",448,11,      55.943523
2,float,uniform,PoisFFT,"D | D | D | D",448,12,      55.943771
2,float,uniform,PoisFFT,"D | D | D | D",448,13,      56.106397
2,float,uniform,PoisFFT,"D | D | D | D",448,14,      56.349679
2,float,uniform,PoisFFT,"D | D | D | D",448,15,      55.941304
2,float,uniform,PoisFFT,"D | D | D | D",448,16,      56.005773
2,float,uniform,PoisFFT,"D | D | D | D",448,17,      56.112559
2,float,uniform,PoisFFT,"D | D | D | D",448,18,      55.939864
2,float,uniform,PoisFFT,"D | D | D | D",448,19,      56.118450
2,float,uniform,PoisFFT,"D | D | D | D",512,0,      21.800995
2,float,uniform,PoisFFT,"D | D | D | D",512,1,      22.533532
2,float,uniform,PoisFFT,"D | D | D | D",512,2,      21.968172
2,float,uniform,PoisFFT,"D | D | D | D",512,3,      21.976917
2,float,uniform,PoisFFT,"D | D | D | D",512,4,      21.946104
2,float,uniform,PoisFFT,"D | D | D | D",512,5,      21.976916
2,float,uniform,PoisFFT,"D | D | D | D",512,6,      22.437462
2,float,uniform,PoisFFT,"D | D | D | D",512,7,      22.545584
2,float,uniform,PoisFFT,"D | D | D | D",512,8,      23.743737
2,float,uniform,PoisFFT,"D | D | D | D",512,9,      21.825388
2,float,uniform,PoisFFT,"D | D | D | D",512,10,      22.771971
2,float,uniform,PoisFFT,"D | D | D | D",512,11,      21.971943
2,float,uniform,PoisFFT,"D | D | D | D",512,12,      22.173946
2,float,uniform,PoisFFT,"D | D | D | D",512,13,      22.374871
2,float,uniform,PoisFFT,"D | D | D | D",512,14,      22.040783
2,float,uniform,PoisFFT,"D | D | D | D",512,15,      22.369317
2,float,uniform,PoisFFT,"D | D | D | D",512,16,      21.786943
