dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"N | D | N | N | N | N",64,0,       3.093185
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,18,     145.089339
3,double,uniform,PoisFFT,"N | D | N | N | N | N",256,19,     145.220720
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,0,     345.622146
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,1,     344.683397
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,2,     352.021133
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,3,     351.850691
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,4,     350.101048
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,5,     347.089508
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,6,     338.881029
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,7,     333.207530
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,8,     345.692704
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,9,     339.830495
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,10,     335.850992
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,11,     349.499156
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,12,     347.032985
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,13,     349.019201
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,14,     346.002871
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,15,     347.164191
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,16,     348.205298
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,17,     343.517836
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,18,     332.938793
3,double,uniform,PoisFFT,"N | D | N | N | N | N",320,19,     333.542412
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,0,    1143.909143
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,1,    1143.368573
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,2,    1144.738793
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,3,    1136.540533
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,4,    1138.562364
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,5,    1147.263910
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,6,    1140.904030
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,7,    1146.385154
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,8,    1147.477742
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,9,    1143.807504
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,10,    1142.237378
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,11,    1148.186466
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,12,    1146.902882
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,13,    1140.696863
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,14,    1142.650426
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,15,    1141.535738
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,16,    1148.092132
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,17,    1149.171259
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,18,    1148.607135
3,double,uniform,PoisFFT,"N | D | N | N | N | N",384,19,    1150.000252
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,0,    1553.160269
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,1,    1551.793631
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,2,    1557.807726
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,3,    1554.706406
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,4,    1550.384682
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,5,    1548.352077
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,6,    1553.445605
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,7,    1547.650656
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,8,    1549.343483
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,9,    1554.527417
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,10,    1556.590342
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,11,    1552.049795
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,12,    1538.507176
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,13,    1540.459845
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,14,    1540.041837
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,15,    1540.442779
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,16,    1544.547558
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,17,    1541.745369
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,18,    1540.328499
3,double,uniform,PoisFFT,"N | D | N | N | N | N",448,19,    1547.718292
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,0,    1776.676586
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,1,    1784.579867
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,2,    1773.101004
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,3,    1796.542340
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,4,    1787.125873
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,5,    1793.554655
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,6,    1786.834538
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,7,    1799.317196
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,8,    1777.783024
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,9,    1790.543240
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,10,    1782.627364
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,11,    1776.510102
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,12,    1782.053189
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,13,    1768.691875
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,14,    1773.419761
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,15,    1749.684903
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,16,    1730.691547
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,17,    1727.710391
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,18,    1725.580642
3,double,uniform,PoisFFT,"N | D | N | N | N | N",512,19,    1724.245834
