dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"D | N",64,0,       0.004263
1,float,uniform,PoisFFT,"D | N",384,8,       0.005063
1,float,uniform,PoisFFT,"D | N",384,9,       0.005029
1,float,uniform,PoisFFT,"D | N",384,10,       0.005020
1,float,uniform,PoisFFT,"D | N",384,11,       0.005020
1,float,uniform,PoisFFT,"D | N",384,12,       0.005428
1,float,uniform,PoisFFT,"D | N",384,13,       0.005416
1,float,uniform,PoisFFT,"D | N",384,14,       0.005359
1,float,uniform,PoisFFT,"D | N",384,15,       0.005391
1,float,uniform,PoisFFT,"D | N",384,16,       0.005367
1,float,uniform,PoisFFT,"D | N",384,17,       0.005385
1,float,uniform,PoisFFT,"D | N",384,18,       0.005388
1,float,uniform,PoisFFT,"D | N",384,19,       0.005350
1,float,uniform,PoisFFT,"D | N",448,0,       0.007338
1,float,uniform,PoisFFT,"D | N",448,1,       0.006622
1,float,uniform,PoisFFT,"D | N",448,2,       0.006541
1,float,uniform,PoisFFT,"D | N",448,3,       0.006546
1,float,uniform,PoisFFT,"D | N",448,4,       0.006528
1,float,uniform,PoisFFT,"D | N",448,5,       0.006529
1,float,uniform,PoisFFT,"D | N",448,6,       0.006537
1,float,uniform,PoisFFT,"D | N",448,7,       0.006520
1,float,uniform,PoisFFT,"D | N",448,8,       0.006537
1,float,uniform,PoisFFT,"D | N",448,9,       0.006519
1,float,uniform,PoisFFT,"D | N",448,10,       0.006520
1,float,uniform,PoisFFT,"D | N",448,11,       0.023420
1,float,uniform,PoisFFT,"D | N",448,12,       0.007064
1,float,uniform,PoisFFT,"D | N",448,13,       0.007000
1,float,uniform,PoisFFT,"D | N",448,14,       0.006997
1,float,uniform,PoisFFT,"D | N",448,15,       0.006993
1,float,uniform,PoisFFT,"D | N",448,16,       0.007004
1,float,uniform,PoisFFT,"D | N",448,17,       0.006982
1,float,uniform,PoisFFT,"D | N",448,18,       0.007067
1,float,uniform,PoisFFT,"D | N",448,19,       0.009703
1,float,uniform,PoisFFT,"D | N",512,0,       0.007339
1,float,uniform,PoisFFT,"D | N",512,1,       0.006897
1,float,uniform,PoisFFT,"D | N",512,2,       0.006846
1,float,uniform,PoisFFT,"D | N",512,3,       0.006793
1,float,uniform,PoisFFT,"D | N",512,4,       0.006800
1,float,uniform,PoisFFT,"D | N",512,5,       0.006775
1,float,uniform,PoisFFT,"D | N",512,6,       0.006772
1,float,uniform,PoisFFT,"D | N",512,7,       0.006796
1,float,uniform,PoisFFT,"D | N",512,8,       0.006778
1,float,uniform,PoisFFT,"D | N",512,9,       0.006822
1,float,uniform,PoisFFT,"D | N",512,10,       0.023426
1,float,uniform,PoisFFT,"D | N",512,11,       0.007260
1,float,uniform,PoisFFT,"D | N",512,12,       0.007289
1,float,uniform,PoisFFT,"D | N",512,13,       0.007996
1,float,uniform,PoisFFT,"D | N",512,14,       0.007293
1,float,uniform,PoisFFT,"D | N",512,15,       0.007266
1,float,uniform,PoisFFT,"D | N",512,16,       0.007278
1,float,uniform,PoisFFT,"D | N",512,17,       0.007281
1,float,uniform,PoisFFT,"D | N",512,18,       0.007271
1,float,uniform,PoisFFT,"D | N",512,19,       0.007260
