dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | D",64,0,       0.004504
1,float,uniform,PoisFFT,"N | D",448,3,       0.006610
1,float,uniform,PoisFFT,"N | D",448,4,       0.006594
1,float,uniform,PoisFFT,"N | D",448,5,       0.006567
1,float,uniform,PoisFFT,"N | D",448,6,       0.006587
1,float,uniform,PoisFFT,"N | D",448,7,       0.006594
1,float,uniform,PoisFFT,"N | D",448,8,       0.006651
1,float,uniform,PoisFFT,"N | D",448,9,       0.006623
1,float,uniform,PoisFFT,"N | D",448,10,       0.006597
1,float,uniform,PoisFFT,"N | D",448,11,       0.006610
1,float,uniform,PoisFFT,"N | D",448,12,       0.006601
1,float,uniform,PoisFFT,"N | D",448,13,       0.007128
1,float,uniform,PoisFFT,"N | D",448,14,       0.007045
1,float,uniform,PoisFFT,"N | D",448,15,       0.007079
1,float,uniform,PoisFFT,"N | D",448,16,       0.007093
1,float,uniform,PoisFFT,"N | D",448,17,       0.007102
1,float,uniform,PoisFFT,"N | D",448,18,       0.007084
1,float,uniform,PoisFFT,"N | D",448,19,       0.007149
1,float,uniform,PoisFFT,"N | D",512,0,       0.007420
1,float,uniform,PoisFFT,"N | D",512,1,       0.023770
1,float,uniform,PoisFFT,"N | D",512,2,       0.007448
1,float,uniform,PoisFFT,"N | D",512,3,       0.007456
1,float,uniform,PoisFFT,"N | D",512,4,       0.007424
1,float,uniform,PoisFFT,"N | D",512,5,       0.007395
1,float,uniform,PoisFFT,"N | D",512,6,       0.007382
1,float,uniform,PoisFFT,"N | D",512,7,       0.007378
1,float,uniform,PoisFFT,"N | D",512,8,       0.007414
1,float,uniform,PoisFFT,"N | D",512,9,       0.007385
1,float,uniform,PoisFFT,"N | D",512,10,       0.007402
1,float,uniform,PoisFFT,"N | D",512,11,       0.007416
1,float,uniform,PoisFFT,"N | D",512,12,       0.007442
1,float,uniform,PoisFFT,"N | D",512,13,       0.008413
1,float,uniform,PoisFFT,"N | D",512,14,       0.007757
1,float,uniform,PoisFFT,"N | D",512,15,       0.007695
1,float,uniform,PoisFFT,"N | D",512,16,       0.007707
1,float,uniform,PoisFFT,"N | D",512,17,       0.007665
1,float,uniform,PoisFFT,"N | D",512,18,       0.007683
1,float,uniform,PoisFFT,"N | D",512,19,       0.007699
