dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
2,double,uniform,PoisFFT,"D | D | D | D",64,0,       0.155939
2,double,uniform,PoisFFT,"D | D | D | D",64,1,       0.152905
2,double,uniform,PoisFFT,"D | D | D | D",64,2,       0.148785
2,double,uniform,PoisFFT,"D | D | D | D",64,3,       0.148321
2,double,uniform,PoisFFT,"D | D | D | D",64,4,       0.148620
2,double,uniform,PoisFFT,"D | D | D | D",64,5,       0.148620
2,double,uniform,PoisFFT,"D | D | D | D",64,6,       0.168206
2,double,uniform,PoisFFT,"D | D | D | D",64,7,       0.152441
2,double,uniform,PoisFFT,"D | D | D | D",64,8,       0.152469
2,double,uniform,PoisFFT,"D | D | D | D",64,9,       0.152691
2,double,uniform,PoisFFT,"D | D | D | D",64,10,       0.152466
2,double,uniform,PoisFFT,"D | D | D | D",64,11,       0.152518
2,double,uniform,PoisFFT,"D | D | D | D",64,12,       0.155148
2,double,uniform,PoisFFT,"D | D | D | D",64,13,       0.160214
2,double,uniform,PoisFFT,"D | D | D | D",64,14,       0.148200
2,double,uniform,PoisFFT,"D | D | D | D",64,15,       0.148336
2,double,uniform,PoisFFT,"D | D | D | D",64,16,       0.148681
2,double,uniform,PoisFFT,"D | D | D | D",64,17,       0.148363
2,double,uniform,PoisFFT,"D | D | D | D",64,18,       0.170484
2,double,uniform,PoisFFT,"D | D | D | D",64,19,       0.152615
2,double,uniform,PoisFFT,"D | D | D | D",128,0,       1.619580
2,double,uniform,PoisFFT,"D | D | D | D",128,1,       1.616325
2,double,uniform,PoisFFT,"D | D | D | D",128,2,       1.616532
2,double,uniform,PoisFFT,"D | D | D | D",128,3,       1.616724
2,double,uniform,PoisFFT,"D | D | D | D",128,4,       1.614887
2,double,uniform,PoisFFT,"D | D | D | D",128,5,       1.617900
2,double,uniform,PoisFFT,"D | D | D | D",128,6,       1.618991
2,double,uniform,PoisFFT,"D | D | D | D",128,7,       1.617283
2,double,uniform,PoisFFT,"D | D | D | D",128,8,       1.615151
2,double,uniform,PoisFFT,"D | D | D | D",128,9,       1.617106
2,double,uniform,PoisFFT,"D | D | D | D",128,10,       1.616385
2,double,uniform,PoisFFT,"D | D | D | D",128,11,       1.614952
2,double,uniform,PoisFFT,"D | D | D | D",128,12,       1.615960
