dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,       2.356966
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,1,       0.863042
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,2,       0.875463
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,3,       0.899629
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,4,       0.819358
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,5,       0.854216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,6,       0.854664
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,7,       0.917795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,8,       0.844216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,9,       0.851646
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,10,       0.835224
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,11,       0.818467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,12,       0.878393
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,13,       0.837451
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,14,       0.896902
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,15,       0.882631
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,16,       0.835455
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,17,       0.866575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,18,       0.892722
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,       0.889205
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       5.150650
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       4.442374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       4.368829
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       4.507179
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       4.461216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       4.531445
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       4.369107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       4.457832
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       4.371784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       4.353104
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       4.363950
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       4.325384
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       4.315327
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       4.344445
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       4.375963
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       4.355970
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       4.432654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       4.356264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       4.342978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       4.330704
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,      17.170223
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,      16.542087
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,      16.239832
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,      16.367402
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,      16.288167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,      16.307374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,      18.206892
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,      16.499698
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,      16.338846
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,      16.409578
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,      16.471906
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,      16.308401
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,      16.298461
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,      16.420452
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,      16.255499
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,      16.342942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,      16.323154
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,      16.539295
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,      16.350985
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,      16.352113
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,      59.222850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,      60.168127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,      57.214812
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,      57.361167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,      60.332367
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,      56.988163
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,      60.589396
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,      58.214092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      59.862836
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      64.065463
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      57.874257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      59.507008
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      53.436697
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      52.686152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      51.929785
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      51.478641
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      51.556431
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      50.958691
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      50.918232
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      52.886242
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,      73.050575
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,      73.203364
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,      72.251259
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,      73.404125
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,      72.790624
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,      72.736874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,      72.822887
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,      72.855564
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,      72.704416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,      72.554481
